sale type,sold dat,property type,address,city,state,ZIP OR POSTAL CODE,zipcode,price,beds,baths,location,square feet,lot size,year built,days on market,dollar per square feet,hoa per moth,status,source,mls,favorite,interested,latitude,longitude
PAST SALE,October-12-2018,Single Family Residential,204 Concordia Woods Dr,Morrisville,NC,27560,27560,360000,3,2.5,Birkshires at Townhall Commons,2084,3049,2015,588,173,117,Sold,TMLS,2213447,N,Y,35.8400501,-78.8428872
PAST SALE,October-12-2018,Single Family Residential,113 Nuttree Way,Durham,NC,27713,27713,395000,4,2.5,Woodcroft,3154,8712,1990,588,125,18,Sold,TMLS,2212640,N,Y,35.9224992,-78.9301722
PAST SALE,October-13-2017,Single Family Residential,612 Quartz Dr,Durham,NC,27703,27703,182500,4,2.5,Stone Hill Estates,1750,7405,1999,952,104,12,Sold,TMLS,2150555,N,Y,35.9908134,-78.8218724
PAST SALE,October-13-2017,Single Family Residential,310 Hillview Dr,Durham,NC,27703-9627,27703,259900,4,2.5,Ravenstone,2856,10062,2008,952,91,49,Sold,TMLS,2140379,N,Y,35.9714677,-78.7903477
PAST SALE,October-13-2017,Single Family Residential,70 Herndon Creek Way #186,Chapel Hill,NC,27517,27517,389990,5,3,Westfall Village,3689,7840,2016,952,106,99,Sold,TMLS,2110248,N,Y,35.8186779,-79.058216
PAST SALE,October-13-2017,Single Family Residential,6 Pearl Mill Ct,Durham,NC,27703,27703,407983,4,3,The Glen,3209,16509,2017,952,127,88,Sold,TMLS,2126273,N,Y,35.9511161,-78.832627
PAST SALE,October-13-2017,Single Family Residential,111 Court Jester Way,Morrisville,NC,27560,27560,435000,5,4.5,Sterling,4132,7405,2015,952,105,55,Sold,TMLS,2144245,N,Y,35.8909881,-78.830854
PAST SALE,October-13-2017,Single Family Residential,139 Dover Grant Ct,Chapel Hill,NC,27517,27517,460000,4,3.5,Westfall,3716,14374,2016,952,124,99,Sold,TMLS,2145246,N,Y,35.8148409,-79.0510432
PAST SALE,October-13-2017,Single Family Residential,95 Lystra Ridge Rd,Chapel Hill,NC,27517,27517,475000,3,2.5,Westfall,2778,21780,2015,952,171,99,Sold,TMLS,2143342,N,Y,35.8212857,-79.0578551
PAST SALE,October-13-2017,Single Family Residential,1120 Pinehurst Dr,Chapel Hill,NC,27517-5615,27517,2110000,6,6.5,Meadowmont,6674,38768,2002,952,316,41,Sold,TMLS,2136170,N,Y,35.9107119,-79.01716
PAST SALE,October-15-2018,Condo/Co-op,322 Junction Rd Unit 42c,Durham,NC,27703,27703,43500,2,1,Bentwood Park,936,435,1987,585,46,135,Sold,TMLS,2216473,N,Y,35.993348,-78.853916
PAST SALE,October-15-2018,Townhouse,117 Hamlet Park Dr,Morrisville,NC,27560,27560,187500,2,2.5,Hamlet in the Park,1130,1306,2003,585,166,115,Sold,TMLS,2213172,N,Y,35.846902,-78.843214
PAST SALE,October-15-2018,Single Family Residential,5 Hayride Pl,Durham,NC,27703,27703,211000,3,2.5,Ganyard Farm,2102,7535,2007,585,100,35,Sold,TMLS,2213010,N,Y,35.9814309,-78.8348657
PAST SALE,October-15-2018,Single Family Residential,5 Hayride Pl,Durham,NC,27703,27703,211000,3,2.5,Ganyard Farm,2102,7535,2007,585,100,35,Sold,TMLS,2213010,N,Y,35.9814309,-78.8348657
PAST SALE,October-15-2018,Townhouse,510 Libson St,Durham,NC,27703,27703,262000,3,2.5,Townes,1959,1698,2014,585,134,159,Sold,TMLS,2213167,N,Y,35.8832618,-78.8662328
PAST SALE,October-15-2018,Single Family Residential,2107 Woodsdale Dr,Durham,NC,27703-7977,27703,274500,3,2.5,Brightleaf,1758,9104,2007,585,156,45,Sold,TMLS,2214360,N,Y,35.9523315,-78.8119164
PAST SALE,October-15-2018,Townhouse,1013 Craigmeade Dr #43,Morrisville,NC,27560,27560,399990,4,3,Wake,2140,2613,2017,585,187,108,Sold,TMLS,2210518,N,Y,35.8399673,-78.8483369
PAST SALE,October-15-2018,Single Family Residential,498 N Legacy Falls Dr,Chapel Hill,NC,27517,27517,565000,5,3.5,The Legacy at Jordan Lake,4382,32670,2017,585,129,174,Sold,TMLS,2206247,N,Y,35.7619703,-79.0575539
PAST SALE,October-15-2019,Townhouse,108 Journey Pl Unit 1132B,Durham,NC,27703,27703,229865,3,2.5,Durham,1691,16988,2019,220,136,137,Sold,TMLS,2233583,N,Y,35.9603,-78.8301
PAST SALE,October-15-2019,Townhouse,110 Journey Pl Unit 1132A,Durham,NC,27703,27703,245030,3,2.5,Durham,1691,2439,2019,220,145,137,Sold,TMLS,2239342,N,Y,35.9603,-78.8301
PAST SALE,October-15-2019,Single Family Residential,18 Winslow Pl,Chapel Hill,NC,27517,27517,355000,4,2.5,Downing Creek,1989,10933,1996,220,178,37,Sold,TMLS,2276878,N,Y,35.8949175,-79.0014366
PAST SALE,October-15-2019,Single Family Residential,1311 Country Club Dr,Durham,NC,27712,27712,408000,4,3,Country Club Heights,3157,13677,2000,220,129,22,Sold,TMLS,2276114,N,Y,36.0747283,-78.9739749
PAST SALE,October-15-2019,Single Family Residential,1222 Caribou Xing,Durham,NC,27713,27713,410000,4,2.5,Huntington Ridge,3061,10802,2002,220,134,55,Sold,TMLS,2275993,N,Y,35.89237,-78.9455121
PAST SALE,October-15-2019,Single Family Residential,107 Caswell Ridge Ln,Durham,NC,27703,27703,599000,4,3,Carolina Arbors,3273,8712,2016,220,183,193,Sold,TMLS,2273854,N,Y,35.9322944,-78.7887261
PAST SALE,October-15-2019,Single Family Residential,124 Donegal Dr,Chapel Hill,NC,27517-6559,27517,775000,4,4,The Oaks,3066,36590,1988,220,253,8,Sold,TMLS,2265005,N,Y,35.9210779,-79.0030928
PAST SALE,October-16-2017,Townhouse,312 Colwick Ln,Morrisville,NC,27560,27560,185000,3,2.5,Hamlet in the Park,1337,1306,2002,949,138,115,Sold,TMLS,2133146,N,Y,35.8483598,-78.8441369
PAST SALE,October-16-2017,Townhouse,214 Cross Blossom Rd #286,Durham,NC,27703,27703,214852,3,2.5,Brightleaf,1600,1306,2017,949,134,170,Sold,TMLS,2120706,N,Y,35.9473968,-78.8135174
PAST SALE,October-16-2017,Townhouse,214 Cross Blossom Rd #286,Durham,NC,27703,27703,214852,3,2.5,Brightleaf,1600,1306,2017,949,134,170,Sold,TMLS,2120706,N,Y,35.9473968,-78.8135174
PAST SALE,October-16-2017,Single Family Residential,6008 Solitude Way,Durham,NC,27713,27713,271000,4,2.5,Audubon Park,1926,8276,1999,949,141,35,Sold,TMLS,2147429,N,Y,35.8799245,-78.905949
PAST SALE,October-16-2017,Single Family Residential,618 Hiddenbrook Dr,Durham,NC,27703,27703,274580,3,2.5,Sherron Farms,2313,5793,2017,949,119,45,Sold,TMLS,2138937,N,Y,35.968687,-78.796648
PAST SALE,October-16-2017,Townhouse,14 Grandwood Cir,Durham,NC,27712,27712,330000,4,3.5,Treyburn,3092,6838,2006,949,107,241,Sold,TMLS,2145425,N,Y,36.1221023,-78.8568652
PAST SALE,October-16-2017,Single Family Residential,1006 Chancellors Ridge Dr,Durham,NC,27713,27713,330000,5,3,Chancellors Ridge,2558,7579,2002,949,129,39,Sold,TMLS,2148449,N,Y,35.8878621,-78.9488218
PAST SALE,October-16-2017,Single Family Residential,2024 Kirkhaven Rd,Morrisville,NC,27560,27560,375000,3,3,Providence Place,2578,8276,2008,949,145,49,Sold,TMLS,2148301,N,Y,35.8538836,-78.8527074
PAST SALE,October-16-2018,Single Family Residential,7 Collinswood Ct,Durham,NC,27703,27703,170000,3,2.5,Stone Hill Estates,1400,7492,2000,584,121,12,Sold,TMLS,2211724,N,Y,35.988553,-78.8232882
PAST SALE,October-16-2018,Townhouse,330 Long Millgate Rd,Morrisville,NC,27560,27560,312000,3,2.5,Manchester Park,1911,3049,2012,584,163,109,Sold,TMLS,2188025,N,Y,35.8325406,-78.8611112
PAST SALE,October-16-2018,Single Family Residential,115 Callandale Ln,Durham,NC,27703,27703,343000,5,3.5,Ashton Hall,3045,8799,2013,584,113,60,Sold,TMLS,2211224,N,Y,35.955628,-78.832146
PAST SALE,October-16-2019,Single Family Residential,3127 Genlee Dr,Durham,NC,27704-1884,27704,217500,4,2.5,Swanns Mill,1811,7840,2009,219,120,47,Sold,TMLS,2280319,N,Y,36.0632006,-78.8734979
PAST SALE,October-16-2019,Single Family Residential,4604 Miller Dr,Durham,NC,27704,27704,235000,4,2.5,Swanns Mill,2896,13503,2004,219,81,47,Sold,TMLS,2277055,N,Y,36.0596465,-78.8763561
PAST SALE,October-16-2019,Single Family Residential,117 Sunburst Dr Unit CB Lot 43,Durham,NC,27705,27705,482900,5,4,Canterbury,3046,10454,2019,219,159,70,Sold,TMLS,2256161,N,Y,36.0328167,-78.935357
PAST SALE,October-16-2019,Single Family Residential,213 Curlew Dr,Chapel Hill,NC,27517,27517,688000,4,4.5,Durham,3727,27312,2019,219,185,42,Sold,TMLS,2240779,N,Y,35.8919114,-78.9787588
PAST SALE,October-17-2017,Single Family Residential,7 Pumpkin Pl,Durham,NC,27703,27703,176500,3,2.5,Ganyard Farm,1610,5227,2010,948,110,35,Sold,TMLS,2147811,N,Y,35.9825825,-78.8353966
PAST SALE,October-17-2017,Single Family Residential,1309 Fairmont St,Durham,NC,27713,27713,256000,4,2.5,Auburn,2192,4791,2004,948,117,42,Sold,TMLS,2150934,N,Y,35.9129536,-78.909353
PAST SALE,October-17-2017,Single Family Residential,5 Timbercreek Ct,Durham,NC,27712,27712,295000,4,2.5,Vantage Pointe,3325,17511,1989,948,89,27,Sold,TMLS,2142386,N,Y,36.0851545,-78.8930686
PAST SALE,October-17-2017,Single Family Residential,110 Calico Ct,Durham,NC,27703,27703,340840,5,3,Sherron Farms,3015,12414,2016,948,113,45,Sold,TMLS,2091993,N,Y,35.9681894,-78.7943029
PAST SALE,October-17-2017,Townhouse,1141 Craigmeade Dr #32,Morrisville,NC,27560,27560,386105,4,3,Wake,2140,2613,2017,948,180,108,Sold,TMLS,2161695,N,Y,35.840767,-78.847477
PAST SALE,October-17-2017,Single Family Residential,202 Oxfordshire Ln,Chapel Hill,NC,27517,27517,559000,5,4,Southpoint Manor,3510,15855,2006,948,159,73,Sold,TMLS,2126018,N,Y,35.896312,-78.979012
PAST SALE,October-17-2017,Townhouse,215 Oval Park Pl,Chapel Hill,NC,27517,27517,890000,3,5.5,Meadowmont,4076,3049,2003,948,218,272,Sold,TMLS,2151076,N,Y,35.9080314,-79.0136695
PAST SALE,October-17-2018,Single Family Residential,2221 Cedar Grove Dr,Durham,NC,27703,27703,286000,5,2.5,Alexander Crossing,3000,7535,2003,583,95,30,Sold,TMLS,2203656,N,Y,35.9212112,-78.8295459
PAST SALE,October-17-2018,Single Family Residential,611 Hiddenbrook Dr,Durham,NC,27703,27703,346990,4,2.5,Sherron Farms,2925,9583,2016,583,119,45,Sold,TMLS,2210987,N,Y,35.9692884,-78.7961618
PAST SALE,October-17-2018,Single Family Residential,10 Richmond Ct Lot 2,Durham,NC,27713,27713,395000,4,2.5,Richmond Park,2601,13503,2018,583,152,96,Sold,TMLS,2188135,N,Y,35.882736,-78.9174907
PAST SALE,October-17-2019,Single Family Residential,1018 Sweet Cream Ct #34,Durham,NC,27703,27703,244580,3,2.5,Copley Farm,1930,4356,2019,218,127,55,Sold,TMLS,2238435,N,Y,35.997367,-78.820581
PAST SALE,October-17-2019,Single Family Residential,208 Garden Walk Dr,Durham,NC,27703,27703,360642,4,3,Rustica Oaks,2423,6751,2019,218,149,42,Sold,TMLS,2254505,N,Y,35.9494006,-78.8791737
PAST SALE,October-17-2019,Single Family Residential,1609 Stone Rd,Durham,NC,27713,27713,425419,5,4,Reserve at Ellis Crossing,3216,5749,2019,218,132,58,Sold,TMLS,2283518,N,Y,35.946736,-78.85852
PAST SALE,October-17-2019,Single Family Residential,805 Watercolor Way,Durham,NC,27713,27713,450000,4,2.5,Durham,2410,4356,2019,218,187,115,Sold,TMLS,2249374,N,Y,35.878771,-78.9551553
PAST SALE,October-17-2019,Single Family Residential,105 Helmsdale Dr,Chapel Hill,NC,27517,27517,490000,2,2,The Oaks,2146,14984,1989,218,228,7,Sold,TMLS,2278209,N,Y,35.918456,-78.999869
PAST SALE,October-17-2019,Single Family Residential,819 Clausun Dr,Durham,NC,27713,27713,518000,4,3.5,Kingsley Estates,3285,23958,2014,218,158,40,Sold,TMLS,2272280,N,Y,35.8765047,-78.9279623
PAST SALE,October-17-2019,Single Family Residential,27431 Walker,Chapel Hill,NC,27517,27517,580000,4,3.5,Walker Falls,3876,19602,2007,218,150,269,Sold,TMLS,2246859,N,Y,35.8382299,-79.0389474
PAST SALE,October-17-2019,Single Family Residential,205 Hemler Dr,Chapel Hill,NC,27517,27517,585000,3,2.5,Blenheim Woods,2835,9147,2009,218,206,44,Sold,TMLS,2273187,N,Y,35.925716,-78.9970869
PAST SALE,October-17-2019,Single Family Residential,12816 Morehead,Chapel Hill,NC,27517,27517,674350,5,5.5,Governors Club,9165,50965,1999,218,74,269,Sold,TMLS,2267329,N,Y,35.8431944,-79.0444216
PAST SALE,October-18-2017,Townhouse,3105 Ivey Wood Ln,Durham,NC,27703,27703,118000,2,1.5,Amberlynn Valley,1150,1045,2005,947,103,82,Sold,TMLS,2148845,N,Y,35.9715227,-78.8466584
PAST SALE,October-18-2017,Townhouse,1811 Grace Point Rd,Morrisville,NC,27560,27560,193000,2,2.5,Shiloh Grove,1443,1306,2009,947,134,115,Sold,TMLS,2144816,N,Y,35.8521093,-78.8459948
PAST SALE,October-18-2017,Single Family Residential,105 Stoney Dr,Durham,NC,27703,27703,210000,3,2.5,Linkside,1880,8712,2003,947,112,52,Sold,TMLS,2150328,N,Y,35.9807992,-78.8015611
PAST SALE,October-18-2017,Single Family Residential,105 Stoney Dr,Durham,NC,27703,27703,210000,3,2.5,Linkside,1880,8712,2003,947,112,52,Sold,TMLS,2150328,N,Y,35.9807992,-78.8015611
PAST SALE,October-18-2017,Townhouse,103 Mallard Ct,Chapel Hill,NC,27517,27517,245000,3,3.5,Sycamore Run,1623,6969,1984,947,151,199,Sold,TMLS,2132893,N,Y,35.8883958,-79.0562297
PAST SALE,October-18-2017,Single Family Residential,620 Hiddenbrook Dr,Durham,NC,27703,27703,272902,4,2.5,Sherron Farms,2205,5837,2017,947,124,45,Sold,TMLS,2123618,N,Y,35.968568,-78.796657
PAST SALE,October-18-2017,Townhouse,904 Garden Square Ln,Morrisville,NC,27560,27560,315000,3,2.5,Town Hall Commons,2023,3484,2010,947,156,155,Sold,TMLS,2148437,N,Y,35.8309859,-78.8440374
PAST SALE,October-18-2017,Single Family Residential,40 Westridge Dr,Durham,NC,27713,27713,315000,4,3,Westridge,2430,12501,1986,947,130,18,Sold,TMLS,2145031,N,Y,35.9194401,-78.9363478
PAST SALE,October-18-2018,Single Family Residential,620 Ashburn Ln,Durham,NC,27703,27703,265000,4,2.5,Ravenstone,2612,10018,2008,582,101,49,Sold,TMLS,2212333,N,Y,35.9678717,-78.792267
PAST SALE,October-18-2018,Single Family Residential,214 Lakeshore Dr,Durham,NC,27713,27713,427000,4,2.5,Woodlake,2855,6969,1987,582,150,29,Sold,TMLS,2211766,N,Y,35.9236139,-78.9218186
PAST SALE,October-18-2019,Single Family Residential,217 Morning View Ct,Durham,NC,27703,27703,225900,3,2.5,Grove Park,1742,5662,2003,217,130,52,Sold,TMLS,2275394,N,Y,35.9825107,-78.7983304
PAST SALE,October-18-2019,Single Family Residential,6 Gwendolyn Cir,Durham,NC,27703,27703,239000,3,2.5,Grove Park,1850,6751,2002,217,129,52,Sold,TMLS,2270272,N,Y,35.9801982,-78.8023134
PAST SALE,October-18-2019,Single Family Residential,1918 Raj Dr,Durham,NC,27703,27703,259888,4,2.5,Meadows Of Pagehurst,2307,4007,2004,217,113,23,Sold,TMLS,2278197,N,Y,35.9218539,-78.8157333
PAST SALE,October-18-2019,Townhouse,106 Journey Pl Unit 1132C,Durham,NC,27703,27703,263310,3,2.5,Durham,1916,16988,2019,217,137,137,Sold,TMLS,2233388,N,Y,35.9603,-78.8301
PAST SALE,October-18-2019,Single Family Residential,908 Wood Chapel Ln,Durham,NC,27703,27703,329900,4,3.5,Wood Chapel,3080,6098,2014,217,107,25,Sold,TMLS,2278724,N,Y,35.9390899,-78.8315176
PAST SALE,October-18-2019,Single Family Residential,43 Herndon Creek Way #241,Chapel Hill,NC,27517,27517,354900,3,2.5,Westfall,2434,7405,2019,217,146,120,Sold,TMLS,2251968,N,Y,35.818276,-79.05871
PAST SALE,October-18-2019,Single Family Residential,913 Jewel Stone Ln,Morrisville,NC,27560,27560,433000,4,3,Providence Place,2785,8276,2011,217,155,45,Sold,TMLS,2272010,N,Y,35.8555316,-78.85054
PAST SALE,October-18-2019,Single Family Residential,203 Regiment Way,Durham,NC,27705,27705,440000,4,3.5,Colony at American Village,3460,16465,2006,217,127,22,Sold,TMLS,2259321,N,Y,36.0255401,-78.9730614
PAST SALE,October-18-2019,Single Family Residential,959 Covered Bridge Trl,Chapel Hill,NC,27517,27517,543000,4,3.5,The Legacy at Jordan Lake,3783,27442,2015,217,144,174,Sold,TMLS,2269543,N,Y,35.773544,-79.0645497
PAST SALE,October-18-2019,Single Family Residential,207 Weaver Mine Trl,Chapel Hill,NC,27517,27517,625000,4,2.5,Meadowmont,2372,8276,2003,217,263,43,Sold,TMLS,2282036,N,Y,35.908519,-79.011408
PAST SALE,October-18-2019,Single Family Residential,74012 Harvey,Chapel Hill,NC,27517,27517,645000,4,3.5,Governors Club,3527,31363,2006,217,183,269,Sold,TMLS,2240939,N,Y,35.8357742,-79.0449734
PAST SALE,October-18-2019,Single Family Residential,1118 Valley Rose Way,Durham,NC,27712,27712,687102,6,5.5,Valley Springs,4788,23261,2019,217,144,48,Sold,TMLS,2277338,N,Y,36.0520845,-78.956136
PAST SALE,October-19-2017,Townhouse,218 Cross Blossom Rd #288,Durham,NC,27703,27703,204192,3,2.5,Brightleaf,1600,1306,2017,946,128,170,Sold,TMLS,2148290,N,Y,35.9473396,-78.8136001
PAST SALE,October-19-2017,Townhouse,218 Cross Blossom Rd #288,Durham,NC,27703,27703,204192,3,2.5,Brightleaf,1600,1306,2017,946,128,170,Sold,TMLS,2148290,N,Y,35.9473396,-78.8136001
PAST SALE,October-19-2017,Single Family Residential,3133 Genlee Dr,Durham,NC,27704,27704,206500,4,2.5,Swanns Mill,2300,10454,2009,946,90,48,Sold,TMLS,2141889,N,Y,36.0634833,-78.873981
PAST SALE,October-19-2017,Single Family Residential,104 Millicent Way,Morrisville,NC,27560,27560,323000,4,2.5,Breckenridge,2249,6098,2002,946,144,40,Sold,TMLS,2151536,N,Y,35.8440619,-78.8650917
PAST SALE,October-19-2018,Townhouse,1245 Cranebridge Pl,Chapel Hill,NC,27517,27517,200500,2,2.5,Downing Creek,1474,1568,1989,581,136,37,Sold,TMLS,2209748,N,Y,35.901637,-78.998847
PAST SALE,October-19-2018,Single Family Residential,5224 Oakbrook Dr,Durham,NC,27713,27713,315000,4,2.5,Hope Valley Farms,2397,10890,1998,581,131,20,Sold,TMLS,2211139,N,Y,35.9285492,-78.941
PAST SALE,October-19-2018,Single Family Residential,2815 Welcome Dr,Durham,NC,27705,27705,345000,4,3,Colony Park,2287,25264,1963,581,151,24,Sold,TMLS,2204959,N,Y,35.9862627,-78.9646733
PAST SALE,October-19-2018,Single Family Residential,109 Shakespeare St,Morrisville,NC,27560,27560,360000,4,2.5,Breckenridge,2411,6534,2003,581,149,45,Sold,TMLS,2211192,N,Y,35.8384483,-78.8657994
PAST SALE,October-19-2018,Single Family Residential,308 Callandale Ln,Durham,NC,27703,27703,393500,5,4.5,Ashton Hall,4124,7753,2013,581,95,60,Sold,TMLS,2213848,N,Y,35.9575205,-78.8305729
PAST SALE,October-19-2018,Single Family Residential,101 Joycliff Dr,Morrisville,NC,27560,27560,468000,5,3,Providence Place,3616,10454,2013,581,129,49,Sold,TMLS,2210286,N,Y,35.8558478,-78.8541449
PAST SALE,October-19-2018,Single Family Residential,1033 Hildebran Ln,Morrisville,NC,27560,27560,479360,4,3.5,Kitts Creek,4241,7405,2013,581,113,67,Sold,TMLS,2215961,N,Y,35.8644049,-78.8622169
PAST SALE,October-19-2018,Single Family Residential,1022 Valley Rose Way,Durham,NC,27712,27712,524990,5,4.5,Valley Springs,4047,18033,2018,581,130,48,Sold,TMLS,2137839,N,Y,36.0508624,-78.9571257
PAST SALE,October-19-2018,Single Family Residential,103 Springdale Way,Chapel Hill,NC,27517,27517,729000,6,5.5,Meadowmont,5569,12937,2005,581,131,41,Sold,TMLS,2205913,N,Y,35.9148909,-79.0046164
PAST SALE,October-2-2017,Single Family Residential,611 Magna Dr,Durham,NC,27703,27703,190000,3,2.5,Ridgefield,2391,5837,2004,963,79,18,Sold,TMLS,2143863,N,Y,36.0071135,-78.8094826
PAST SALE,October-2-2017,Townhouse,502 Sutter Gate Ln,Morrisville,NC,27560,27560,216500,2,3,The Lake,1984,1742,2002,963,109,105,Sold,TMLS,2144537,N,Y,35.8417895,-78.8711266
PAST SALE,October-2-2017,Single Family Residential,17 Wiltshire Pl,Durham,NC,27713,27713,221500,4,2,Hope Valley Farms,1442,5227,1998,963,154,25,Sold,TMLS,2146725,N,Y,35.9345254,-78.9216417
PAST SALE,October-2-2017,Single Family Residential,445 Walsenburg Dr,Durham,NC,27712,27712,225000,5,2.5,Madison Glen,2065,6229,2014,963,109,40,Sold,TMLS,2148067,N,Y,36.0935228,-78.9193874
PAST SALE,October-2-2017,Single Family Residential,640 Conover Rd,Durham,NC,27703,27703,247500,3,2.5,Ravenstone,2604,10890,2007,963,95,49,Sold,TMLS,2137062,N,Y,35.9682947,-78.7878409
PAST SALE,October-2-2017,Townhouse,700 Meeting Hall Dr,Morrisville,NC,27560,27560,262200,3,2.5,The Gables,1809,4791,2002,963,145,109,Sold,TMLS,2140016,N,Y,35.8386816,-78.8412335
PAST SALE,October-2-2017,Single Family Residential,2813 Prospect Pkwy,Durham,NC,27703,27703,272900,4,3,Brightleaf,2575,6098,2010,963,106,43,Sold,TMLS,2126992,N,Y,35.9532182,-78.8137911
PAST SALE,October-2-2017,Single Family Residential,398 Mcgregor Woods Rd,Chapel Hill,NC,27517,27517,337555,3,2,McGregor Woods,1789,344124,1997,963,189,33,Sold,TMLS,2147150,N,Y,35.8226636,-79.0708058
PAST SALE,October-2-2017,Single Family Residential,148 Factors Walk Ln,Morrisville,NC,27560,27560,379900,4,3.5,Savannah Village,2724,7840,2006,963,139,55,Sold,TMLS,2146198,N,Y,35.8218227,-78.834703
PAST SALE,October-2-2017,Single Family Residential,1006 Rees Ln,Durham,NC,27705,27705,407000,4,3.5,The Green,3485,94960,2002,963,117,42,Sold,TMLS,2132072,N,Y,36.0872872,-78.990196
PAST SALE,October-2-2017,Single Family Residential,6425 Kit Creek Rd,Morrisville,NC,27560,27560,470000,4,4,Kitts Creek,3509,10018,2014,963,134,60,Sold,TMLS,2142162,N,Y,35.861239,-78.8562459
PAST SALE,October-2-2017,Single Family Residential,325 Sun Forest Way,Chapel Hill,NC,27517,27517,875000,3,3,Sun Forest,2743,448668,1994,963,319,90,Sold,TMLS,2141980,N,Y,35.8598346,-79.0709713
PAST SALE,October-2-2018,Single Family Residential,3 E Lilyfield Ct,Durham,NC,27703,27703,185000,3,2.5,Marbrey Landing,1549,13068,1998,598,119,11,Sold,TMLS,2202353,N,Y,35.9909124,-78.8041722
PAST SALE,October-2-2018,Single Family Residential,2711 Hidden Hollow Dr,Durham,NC,27703,27703,219000,3,2.5,Ashley Forest,1458,7840,1988,598,150,33,Sold,TMLS,2207019,N,Y,35.9272777,-78.820722
PAST SALE,October-2-2018,Single Family Residential,2711 Hidden Hollow Dr,Durham,NC,27703,27703,219000,3,2.5,Ashley Forest,1458,7840,1988,598,150,33,Sold,TMLS,2207019,N,Y,35.9272777,-78.820722
PAST SALE,October-2-2018,Single Family Residential,110 Stoney Dr,Durham,NC,27703,27703,257000,4,2.5,Grove Park,2245,10672,2001,598,114,52,Sold,TMLS,2205264,N,Y,35.9806309,-78.8020037
