,sale.type,sold.dat,property.type,address,city,state,ZIP.OR.POSTAL.CODE,zipcode,price,beds,baths,location,square.feet,lot.size,year.built,days.on.market,dollar.per.square.feet,hoa.per.moth,status,source,mls,favorite,interested,latitude,longitude,census_code,census_mid
34,PAST SALE,February-20-2020,Single Family Residential,69 Millers Gap Ct,Chapel Hill,NC,27517,27517,352000,4,2.5,Pines at Westfall,2390,10018,2015,92,147,75,Sold,TMLS,2296719,N,Y,35.817367,-79.056318,370370201032000,37037020103
35,PAST SALE,February-20-2020,Single Family Residential,3308 Middlebrook Ct,Durham,NC,27705,27705,404000,4,2.5,Winstead,2654,15071,1996,92,152,12,Sold,TMLS,2299396,N,Y,35.9869505,-78.9885396,370630020171028,37063002017
36,PAST SALE,February-20-2020,Single Family Residential,108 Sunburst Dr Unit CB Lot 57,Durham,NC,27705,27705,513872,5,4,Canterbury,3161,9975,2020,92,163,70,Sold,TMLS,2264497,N,Y,36.0328167,-78.935357,370630017052019,37063001705
37,PAST SALE,February-21-2018,Townhouse,312 Irving Way #211,Durham,NC,27703,27703,212589,3,2.5,Brightleaf,1600,1742,2017,821,133,170,Sold,TMLS,2149712,N,Y,35.948138,-78.814749,370630018082074,37063001808
38,PAST SALE,February-21-2018,Townhouse,312 Irving Way #211,Durham,NC,27703,27703,212589,3,2.5,Brightleaf,1600,1742,2017,821,133,170,Sold,TMLS,2149712,N,Y,35.948138,-78.814749,370630018082074,37063001808
39,PAST SALE,February-21-2018,Single Family Residential,6303 Winding Arch Dr,Durham,NC,27713,27713,290000,4,2.5,Wyndcross,3125,6185,2001,821,93,35,Sold,TMLS,2168803,N,Y,35.9062134,-78.9281833,370630020212020,37063002021
40,PAST SALE,February-21-2018,Single Family Residential,1602 Capstone Dr,Durham,NC,27713,27713,443090,4,3,Jordan at Southpoint,2865,9583,2017,821,155,67,Sold,TMLS,2142562,N,Y,35.8698243,-78.9431059,370630020202012,37063002020
41,PAST SALE,February-21-2018,Single Family Residential,5610 Loblolly Ct,Durham,NC,27705,27705,512500,4,4,Piney Mountain,3322,44431,1997,821,154,26,Sold,TMLS,2138728,N,Y,35.9974308,-79.0035673,371350112041002,37135011204
42,PAST SALE,February-21-2019,Single Family Residential,4236 Amber Stone Way,Durham,NC,27704-6410,27704,192000,4,2.5,Glennstone,1765,6621,2005,456,109,18,Sold,TMLS,2232410,N,Y,36.0516176,-78.836915,370630018013034,37063001801
43,PAST SALE,February-21-2019,Single Family Residential,7 White Willow Ct,Durham,NC,27703,27703,265500,3,2.5,Ravenstone,2326,9147,2011,456,114,49,Sold,TMLS,2228996,N,Y,35.9648827,-78.790408,370630018082004,37063001808
44,PAST SALE,February-21-2019,Single Family Residential,303 Crossland Dr,Chapel Hill,NC,27517,27517,385855,3,2.5,Durham,1831,4312,2019,456,211,68,Sold,TMLS,2201696,N,Y,35.911404,-78.993498,370630020183043,37063002018
45,PAST SALE,February-21-2020,Single Family Residential,3703 Thornwood Dr,Durham,NC,27703,27703,199900,3,2.5,Stone Hill Estates,1402,10018,2000,91,143,12,Sold,TMLS,2300165,N,Y,35.9934926,-78.8225693,370630018073025,37063001807
46,PAST SALE,February-21-2020,Single Family Residential,1309 Bent Willow Dr,Durham,NC,27704,27704,242570,4,2.5,Durham,1680,5532,2019,91,144,40,Sold,TMLS,2286004,N,Y,36.0561039,-78.8834048,370630017093008,37063001709
47,PAST SALE,February-21-2020,Single Family Residential,1222 Bent Willow Dr,Durham,NC,27704,27704,243370,4,2.5,Durham,1680,6838,2019,91,145,40,Sold,TMLS,2285967,N,Y,36.056155,-78.8840568,370630017093008,37063001709
48,PAST SALE,February-21-2020,Single Family Residential,741 Obsidian Way,Durham,NC,27703,27703,250000,3,2.5,Stone Hill Estates,2108,9496,2006,91,119,13,Sold,TMLS,2293019,N,Y,35.9929975,-78.8254563,370630018073008,37063001807
49,PAST SALE,February-21-2020,Single Family Residential,741 Obsidian Way,Durham,NC,27703,27703,250000,3,2.5,Stone Hill Estates,2108,9496,2006,91,119,13,Sold,TMLS,2293019,N,Y,35.9929975,-78.8254563,370630018073008,37063001807
50,PAST SALE,February-21-2020,Townhouse,201 Caraleigh Ct,Morrisville,NC,27560,27560,267000,3,2.5,Manors,1668,3049,2001,91,160,110,Sold,TMLS,2291661,N,Y,35.8438796,-78.8707969,371830536021063,37183053602
51,PAST SALE,February-21-2020,Townhouse,5208 Jessip St #10,Morrisville,NC,27560,27560,288650,3,2.5,Page Park,1923,2178,2020,91,150,143,Sold,TMLS,2276060,N,Y,35.8887094,-78.8313658,370630020283004,37063002028
52,PAST SALE,February-21-2020,Townhouse,82 Taylor Glen Dr,Morrisville,NC,27560,27560,345900,4,3.5,Wake,2474,2178,2019,91,140,130,Sold,TMLS,2232492,N,Y,35.829184,-78.831009,371830536071006,37183053607
53,PAST SALE,February-21-2020,Single Family Residential,1125 Circandian Ct,Morrisville,NC,27560,27560,350000,4,2.5,Kitts Creek,2758,4356,2008,91,127,66,Sold,TMLS,2282296,N,Y,35.8623228,-78.8597401,371830536081005,37183053608
54,PAST SALE,February-21-2020,Single Family Residential,1125 Circandian Ct,Morrisville,NC,27560,27560,350000,4,2.5,Kitts Creek,2758,4356,2008,91,127,66,Sold,TMLS,2282296,N,Y,35.8623228,-78.8597401,371830536081005,37183053608
55,PAST SALE,February-21-2020,Single Family Residential,2918 Friendship Rd,Durham,NC,27705,27705,440000,4,2.5,Colony Park,2341,21780,1967,91,188,28,Sold,TMLS,2297144,N,Y,35.9846508,-78.9673352,370630020172002,37063002017
56,PAST SALE,February-21-2020,Single Family Residential,106 Costin Ct,Durham,NC,27713,27713,550000,5,4.5,Kingsley Estates,3333,20952,2014,91,165,40,Sold,TMLS,2292611,N,Y,35.8770589,-78.9303048,370630020202010,37063002020
57,PAST SALE,February-21-2020,Single Family Residential,4 Night Heron Ct Lot 94-Jackson,Durham,NC,27707,27707,551389,4,3.5,Durham,3126,11761,2020,91,176,55,Sold,TMLS,2268936,N,Y,35.97358759,-78.97599656,370630020173006,37063002017
58,PAST SALE,February-21-2020,Single Family Residential,77 Beech Slope Ct,Chapel Hill,NC,27517,27517,620750,4,3.5,Westfall,3245,26136,2019,91,191,120,Sold,TMLS,2250380,N,Y,35.827345,-79.051871,370370201032000,37037020103
59,PAST SALE,February-22-2018,Single Family Residential,3 Duxford Ct,Durham,NC,27703,27703,215000,4,2.5,Ridgewood,2327,8276,1999,820,92,10,Sold,TMLS,2166629,N,Y,35.9972046,-78.8112526,370630018062050,37063001806
60,PAST SALE,February-22-2018,Single Family Residential,3 Duxford Ct,Durham,NC,27703,27703,215000,4,2.5,Ridgewood,2327,8276,1999,820,92,10,Sold,TMLS,2166629,N,Y,35.9972046,-78.8112526,370630018062050,37063001806
61,PAST SALE,February-22-2018,Single Family Residential,427 Holly Blossom Dr Unit SF124,Durham,NC,27703,27703,286595,4,2.5,Sherron Farms,2228,10018,2018,820,129,45,Sold,TMLS,2160009,N,Y,35.9652526,-78.7966993,370630018082008,37063001808
62,PAST SALE,February-22-2018,Single Family Residential,418 Holly Blossom Dr Unit SF118,Durham,NC,27703,27703,299000,4,2.5,Sherron Farms,2228,9583,2018,820,134,45,Sold,TMLS,2158596,N,Y,35.9656687,-78.797029,370630018082008,37063001808
63,PAST SALE,February-22-2018,Single Family Residential,1404 San Antonio Blvd,Durham,NC,27703,27703,301025,4,2.5,Brightleaf,2383,6446,2018,820,126,88,Sold,TMLS,2166074,N,Y,35.956002,-78.802519,370630018082069,37063001808
64,PAST SALE,February-22-2018,Single Family Residential,5138 Niagra Dr,Chapel Hill,NC,27517,27517,442515,2,2,Villas at Culp Arbor,1995,6969,2018,820,222,258,Sold,TMLS,2172421,N,Y,35.9260942,-78.9911396,370630020183042,37063002018
65,PAST SALE,February-22-2019,Condo/Co-op,322 Junction Rd Unit 42D,Durham,NC,27703,27703,45000,2,1,Bentwood Park,960,871,1987,455,47,135,Sold,TMLS,2232895,N,Y,35.993348,-78.853916,370630018021012,37063001802
66,PAST SALE,February-22-2019,Single Family Residential,18 Gandhi Dr,Durham,NC,27703,27703,240000,4,3,Pagehurst,2382,4791,2003,455,101,23,Sold,TMLS,2227106,N,Y,35.9224566,-78.8152792,370630020281004,37063002028
67,PAST SALE,February-22-2019,Townhouse,1009 Lakebrink Dr #79,Morrisville,NC,27560,27560,354990,3,2.5,Wake,2126,2613,2018,455,167,108,Sold,TMLS,2221667,N,Y,35.8428134,-78.8492928,371830536081050,37183053608
68,PAST SALE,February-22-2019,Single Family Residential,934 Lippincott Rd,Durham,NC,27703,27703,362900,5,3,Reserve at Ellis Crossing,3027,5706,2019,455,120,58,Sold,TMLS,2217292,N,Y,35.9464735,-78.859507,370630018091029,37063001809
69,PAST SALE,February-22-2019,Single Family Residential,4605 Myra Gln,Durham,NC,27707-9226,27707,374000,4,2.5,Weston Downs,2483,7840,2013,455,151,57,Sold,TMLS,2212840,N,Y,35.93228,-78.9953417,370630020182030,37063002018
70,PAST SALE,February-22-2019,Single Family Residential,4613 Myra Gln,Durham,NC,27707,27707,412000,5,3,Weston Downs,3407,7884,2013,455,121,57,Sold,TMLS,2216998,N,Y,35.9326216,-78.9949441,370630020182030,37063002018
71,PAST SALE,February-22-2019,Single Family Residential,1217 Birchbark Rd Unit CB Lot 28,Durham,NC,27705,27705,509620,4,3.5,Canterbury,3510,10541,2019,455,145,70,Sold,TMLS,2238343,N,Y,36.0328167,-78.935357,370630017052019,37063001705
72,PAST SALE,February-22-2019,Single Family Residential,8006 Old Trail Dr,Durham,NC,27712,27712,732500,4,4.5,Treyburn,5951,56715,2004,455,123,46,Sold,TMLS,2227631,N,Y,36.1320915,-78.8590103,370630021001074,37063002100
73,PAST SALE,February-22-2019,Single Family Residential,108 Edward Booth Ln,Durham,NC,27713,27713,1240000,5,5.5,Colvard Farms,5664,30492,2017,455,219,133,Sold,TMLS,2109446,N,Y,35.8684329,-78.9502537,370630020201028,37063002020
74,PAST SALE,February-23-2018,Single Family Residential,502 Burrell Rd,Durham,NC,27703,27703,187000,3,2.5,Gatewood Forest,1748,13372,2002,819,107,28,Sold,TMLS,2169925,N,Y,35.9933363,-78.8178901,370630018073026,37063001807
75,PAST SALE,February-23-2018,Single Family Residential,10 Chartwell Ct,Durham,NC,27703,27703,228000,4,2.5,Grove Park,1835,10062,1992,819,124,52,Sold,TMLS,2167416,N,Y,35.9771122,-78.8119164,370630018081012,37063001808
76,PAST SALE,February-23-2018,Single Family Residential,6 Spinnaker Ct,Durham,NC,27703,27703,250000,3,2.5,Grove Park,1725,8799,1998,819,145,52,Sold,TMLS,2168990,N,Y,35.9754716,-78.8150139,370630018081011,37063001808
77,PAST SALE,February-23-2018,Single Family Residential,6 Spinnaker Ct,Durham,NC,27703,27703,250000,3,2.5,Grove Park,1725,8799,1998,819,145,52,Sold,TMLS,2168990,N,Y,35.9754716,-78.8150139,370630018081011,37063001808
78,PAST SALE,February-23-2018,Single Family Residential,1110 High Fox Dr,Durham,NC,27703,27703,265000,3,2.5,Ashton Hall,2433,10018,2013,819,109,60,Sold,TMLS,2157190,N,Y,35.9632136,-78.8262527,370630018082048,37063001808
79,PAST SALE,February-23-2018,Single Family Residential,621 Hiddenbrook Dr,Durham,NC,27703,27703,296501,4,3,Sherron Farms,2633,9147,2016,819,113,45,Sold,TMLS,2167413,N,Y,35.9685892,-78.7960954,370630018082008,37063001808
80,PAST SALE,February-23-2018,Single Family Residential,111 Fortress Dr #324,Morrisville,NC,27560,27560,335770,4,3,Sterling,2349,6098,2018,819,143,55,Sold,TMLS,2169176,N,Y,35.891358,-78.83552,370630020283004,37063002028
81,PAST SALE,February-23-2018,Single Family Residential,3 Hunters Green Ct,Durham,NC,27712,27712,410000,4,3.5,Treyburn,3711,23958,2001,819,110,50,Sold,TMLS,2154696,N,Y,36.1307742,-78.8601603,370630021001077,37063002100
82,PAST SALE,February-23-2018,Single Family Residential,707 Adeline Ct,Durham,NC,27713,27713,435000,4,3,Durham,3244,6534,2017,819,134,75,Sold,TMLS,2119049,N,Y,35.8916731,-78.9314889,370630020202002,37063002020
83,PAST SALE,February-23-2018,Single Family Residential,1802 Capstone Dr,Durham,NC,27713,27713,508390,5,4.5,Jordan at Southpoint,4061,9321,2017,819,125,67,Sold,TMLS,2147589,N,Y,35.8692952,-78.9399414,370630020202012,37063002020
84,PAST SALE,February-24-2020,Single Family Residential,2001 October Dr,Durham,NC,27703-7824,27703,268500,3,2.5,Hanover Pointe,2016,7405,2013,88,133,44,Sold,TMLS,2287797,N,Y,35.9648321,-78.8337629,370630018082041,37063001808
85,PAST SALE,February-24-2020,Townhouse,5206 Jessip St #11,Morrisville,NC,27560,27560,297910,3,2.5,Page Park,1923,2613,2019,88,155,143,Sold,TMLS,2279568,N,Y,35.8887094,-78.8313658,370630020283004,37063002028
86,PAST SALE,February-24-2020,Townhouse,5202 Jessip St #13,Morrisville,NC,27560,27560,338810,4,3,Page Park,2310,3920,2020,88,147,143,Sold,TMLS,2292563,N,Y,35.8887094,-78.8313658,370630020283004,37063002028
87,PAST SALE,February-24-2020,Townhouse,301 Shale Creek Dr,Durham,NC,27703,27703,348000,4,3,Durham,2164,3484,2019,88,161,160,Sold,TMLS,2264932,N,Y,35.922472,-78.777635,370630019001025,37063001900
88,PAST SALE,February-24-2020,Single Family Residential,1029 Bellenden Dr,Durham,NC,27713,27713,360000,4,2.5,Chelsea Meadows,2907,7143,2006,88,124,33,Sold,TMLS,2285925,N,Y,35.8940985,-78.943519,370630020201015,37063002020
89,PAST SALE,February-25-2019,Townhouse,650 Ganyard Farm Way #7,Durham,NC,27703,27703,165000,3,3.5,Ganyard Farm,1636,1176,2008,452,101,75,Sold,TMLS,2220258,N,Y,35.9830894,-78.8333272,370630018071005,37063001807
90,PAST SALE,February-25-2019,Townhouse,1107 Beyer Pl #293,Durham,NC,27703,27703,248590,3,2.5,Durham,1682,1568,2018,452,148,164,Sold,TMLS,2214181,N,Y,35.9455922,-78.86092295,370630018091029,37063001809
91,PAST SALE,February-25-2019,Single Family Residential,510 Hidden Treasure Dr,Durham,NC,27712,27712,260000,4,2.5,Madison Glen,2659,6969,2011,452,98,44,Sold,TMLS,2228068,N,Y,36.0957108,-78.9176635,370630016032010,37063001603
92,PAST SALE,February-25-2019,Single Family Residential,2112 Addenbrock Dr,Morrisville,NC,27560-8635,27560,410000,5,3.5,McCrimmon at the Park,3134,6969,2007,452,131,59,Sold,TMLS,2203352,N,Y,35.8341454,-78.86748,371830536021028,37183053602
93,PAST SALE,February-25-2019,Single Family Residential,34 Grassy Creek Way,Chapel Hill,NC,27517-7455,27517,598900,4,3.5,Legend Oaks,4755,42863,2007,452,126,46,Sold,TMLS,2209360,N,Y,35.8406784,-79.0828423,370370201031010,37037020103
94,PAST SALE,February-25-2020,Townhouse,1025 Christopher Dr,Chapel Hill,NC,27517,27517,264950,2,2.5,Governors Village Townhomes,1721,2308,2007,87,154,191,Sold,TMLS,2290897,N,Y,35.8508105,-79.0257566,370370207011072,37037020701
95,PAST SALE,February-25-2020,Townhouse,807 Malta Way #317,Durham,NC,27703,27703,267500,3,2.5,Durham,1688,1568,2019,87,158,155,Sold,TMLS,2294750,N,Y,35.94660373,-78.86160634,370630018091029,37063001809
96,PAST SALE,February-25-2020,Single Family Residential,6106 Lakefront St Unit LS Lot 142,Durham,NC,27703,27703,333515,4,3,Durham,2350,6229,2019,87,142,65,Sold,TMLS,2271455,N,Y,35.92996508,-78.83589276,370630018092003,37063001809
97,PAST SALE,February-25-2020,Single Family Residential,3 Benwick Ct,Chapel Hill,NC,27517,27517,335000,4,2.5,Downing Creek,2026,8581,1997,87,165,37,Sold,TMLS,2294876,N,Y,35.8969862,-78.9983277,370630020193009,37063002019
98,PAST SALE,February-25-2020,Single Family Residential,44 Dover Ridge Ct #161,Chapel Hill,NC,27517,27517,355000,4,3,Westfall,2961,8624,2019,87,120,120,Sold,TMLS,2253009,N,Y,35.817702,-79.057749,370370201032000,37037020103
99,PAST SALE,February-25-2020,Single Family Residential,551 Running Cedar Ln,Durham,NC,27705,27705,750653,4,4.5,Cabe Crossing,3554,95396,2020,87,211,82,Sold,TMLS,2296236,N,Y,36.0619115,-79.0029305,371350109013013,37135010901
100,PAST SALE,February-26-2018,Townhouse,1341 Alemany St,Morrisville,NC,27560,27560,305000,3,2.5,Grace Park Townhomes,1813,1742,2011,816,168,138,Sold,TMLS,2168495,N,Y,35.8221663,-78.8452467,371830536071075,37183053607
101,PAST SALE,February-26-2018,Single Family Residential,420 Holly Blossom Dr,Durham,NC,27703,27703,306500,4,3,Sherron Farms,2160,10193,2017,816,142,45,Sold,TMLS,2158011,N,Y,35.9655453,-78.7962775,370630018082008,37063001808
102,PAST SALE,February-26-2018,Single Family Residential,110 Downing Brook Ct,Morrisville,NC,27560-5780,27560,320000,3,2.5,Downing Glen,1927,9147,2002,816,166,32,Sold,TMLS,2167775,N,Y,35.8268228,-78.8354812,371830536071097,37183053607
103,PAST SALE,February-26-2018,Single Family Residential,7 Montcrest Dr,Durham,NC,27713,27713,355000,5,3,Hope Valley Farms,2873,13939,1999,816,124,25,Sold,TMLS,2167713,N,Y,35.9369307,-78.933045,370630020241008,37063002024
104,PAST SALE,February-26-2018,Single Family Residential,11 Spreading Oak Ct,Durham,NC,27713-6513,27713,370000,5,3,Hope Valley Farms,3186,26571,2002,816,116,25,Sold,TMLS,2169696,N,Y,35.9395217,-78.9380184,370630020241000,37063002024
105,PAST SALE,February-26-2018,Single Family Residential,4905 Marlborough Way,Durham,NC,27713,27713,375000,4,2.5,Woodcroft,2923,22912,1983,816,128,18,Sold,TMLS,2167504,N,Y,35.9152471,-78.9438631,370630020232004,37063002023
106,PAST SALE,February-26-2018,Single Family Residential,2201 Trail Wood Dr,Durham,NC,27705,27705,520000,4,3,Croasdaile Farm,3961,25395,2004,816,131,39,Sold,TMLS,2155066,N,Y,36.0384415,-78.9456401,370630017075011,37063001707
107,PAST SALE,February-26-2019,Townhouse,5506 Jessip St,Morrisville,NC,27560,27560,256000,3,2.5,Page Park,1611,2526,2015,451,159,143,Sold,TMLS,2231744,N,Y,35.8885384,-78.834252,370630020283004,37063002028
108,PAST SALE,February-26-2019,Single Family Residential,1018 Thoughtful Spot Ln,Durham,NC,27703,27703,263000,3,2.5,Hanover Pointe,1980,4965,2015,451,133,40,Sold,TMLS,2231549,N,Y,35.9646919,-78.8379768,370630018082041,37063001808
109,PAST SALE,February-26-2019,Single Family Residential,1604 Carnation Dr,Durham,NC,27703,27703,272093,3,2.5,Magnolia Place,2120,9801,2004,451,128,40,Sold,TMLS,2229781,N,Y,35.93447,-78.8221378,370630018092003,37063001809
110,PAST SALE,February-26-2019,Single Family Residential,6715 Somerknoll Dr,Durham,NC,27713,27713,290000,4,2.5,Wyndcross at Sedgewood,2198,9147,1999,451,132,40,Sold,TMLS,2230647,N,Y,35.903401,-78.9324138,370630020211023,37063002021
111,PAST SALE,February-26-2019,Single Family Residential,3412 Alman Dr,Durham,NC,27705,27705,430000,5,2.5,Carillon Forest,3201,10236,2012,451,134,38,Sold,TMLS,2220506,N,Y,35.9808991,-78.989423,370630020171044,37063002017
112,PAST SALE,February-26-2019,Single Family Residential,1104 Birchbark Rd Unit CB Lot 5,Durham,NC,27705,27705,488900,5,4,Canterbury,3160,10062,2018,451,155,70,Sold,TMLS,2197921,N,Y,36.0328167,-78.935357,370630017052019,37063001705
