SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,October-19-2018,Townhouse,1245 Cranebridge Pl,Chapel Hill,NC,27517,200500,2,2.5,Downing Creek,1474,1568,1989,581,136,37,Sold,,,http://www.redfin.com/NC/Chapel-Hill/1245-Cranebridge-Pl-27517/home/43550861,TMLS,2209748,N,Y,35.901637,-78.998847
PAST SALE,March-28-2018,Vacant Land,759 Gallup Rd,Chapel Hill,NC,27517,225000,,,Big Woods Hills,,343296,,786,,,Sold,,,http://www.redfin.com/NC/Chapel-Hill/759-Gallup-Rd-27517/home/41367318,TMLS,2171274,N,Y,35.7927659,-79.038208
PAST SALE,December-20-2017,Multi-Family (2-4 Unit),1007 Wave Rd,Chapel Hill,NC,27517,262500,4,2.0,Rolling Hills,1540,43560,1972,884,170,,Sold,,,http://www.redfin.com/NC/Chapel-Hill/1007-Wave-Rd-27517/unit-A/home/44389348,TMLS,2155286,N,Y,35.868919,-79.065727
PAST SALE,June-30-2017,Townhouse,220 Standish Dr,Chapel Hill,NC,27517,209000,2,2.5,Colony Lake,1362,1306,1989,1057,153,180,Sold,,,http://www.redfin.com/NC/Chapel-Hill/220-Standish-Dr-27517/home/44394401,TMLS,2130317,N,Y,35.9391715,-79.0085115
PAST SALE,January-23-2018,Townhouse,123 Mallard Ct,Chapel Hill,NC,27517-9104,213000,2,1.5,Sycamore Run,1370,6534,1986,850,155,199,Sold,,,http://www.redfin.com/NC/Chapel-Hill/123-Mallard-Ct-27517/home/44393074,TMLS,2147935,N,Y,35.8902824,-79.0550159
PAST SALE,July-24-2017,Townhouse,7 Tilbury Ct,Chapel Hill,NC,27517,205000,3,2.5,Falconbridge Townhomes,1625,,1984,1033,126,264,Sold,,,http://www.redfin.com/NC/Chapel-Hill/7-Tilbury-Ct-27517/home/43551126,TMLS,2134175,N,Y,35.906747,-78.991245
PAST SALE,November-29-2017,Multi-Family (2-4 Unit),106 Forsyth Dr,Chapel Hill,NC,27517,208500,4,2.0,Abbotts Colony,1450,13504,1985,905,144,,Sold,,,http://www.redfin.com/NC/Chapel-Hill/106-Forsyth-Dr-27517/home/44395080,TMLS,2159311,N,Y,35.9410068,-79.0132611
PAST SALE,July-30-2018,Single Family Residential,307 St Thomas Dr,Chapel Hill,NC,27514,262500,3,2.5,Colony Lake,1703,5662,1992,662,154,62,Sold,,,http://www.redfin.com/NC/Chapel-Hill/307-St-Thomas-Dr-27517/home/44394544,TMLS,2200164,N,Y,35.9378163,-79.0056764
PAST SALE,July-28-2017,Single Family Residential,16 Frances St,Chapel Hill,NC,27517,215000,3,2.0,Ridgefield,1049,12632,1980,1029,205,,Sold,,,http://www.redfin.com/NC/Chapel-Hill/16-Frances-St-27517/home/44414799,TMLS,2134281,N,Y,35.9322546,-79.0201166
PAST SALE,July-27-2018,Townhouse,190 Manordale Dr,Chapel Hill,NC,27517,258530,2,2.5,Durham,1551,1306,2018,665,167,118,Sold,,,http://www.redfin.com/NC/CHAPEL-HILL/190-MANORDALE-DR-27517/home/146784671,TMLS,2180071,N,Y,35.911615,-78.993351
PAST SALE,August-9-2019,Townhouse,10029 David Stone Dr,Chapel Hill,NC,27517,230000,2,2.5,Governors Village Townhomes,1372,2395,2004,287,168,191,Sold,,,http://www.redfin.com/NC/Chapel-Hill/10029-David-Stone-Dr-27517/home/41374391,TMLS,2265165,N,Y,35.855513,-79.023435
PAST SALE,July-30-2018,Single Family Residential,1933 Fountain Ridge Rd,Chapel Hill,NC,27517-2330,275000,4,2.5,Colony Woods,2182,13068,1970,662,126,,Sold,,,http://www.redfin.com/NC/Chapel-Hill/1933-Fountain-Ridge-Rd-27517/home/44394469,TMLS,2192295,N,Y,35.9367115,-79.0036117
PAST SALE,November-15-2019,Townhouse,320 Standish Dr,Chapel Hill,NC,27517-7043,200000,2,2.0,Standish Townhomes,1260,,1995,189,159,232,Sold,,,http://www.redfin.com/NC/Chapel-Hill/320-Standish-Dr-27517/home/44415980,TMLS,2283618,N,Y,35.942881,-79.006739
PAST SALE,July-27-2018,Townhouse,182 Manordale Dr,Chapel Hill,NC,27517,260580,2,2.0,Durham,1502,1437,2018,665,173,118,Sold,,,http://www.redfin.com/NC/Chapel-Hill/182-Manordale-Dr-27517/home/145191272,TMLS,2181346,N,Y,35.9115814,-78.994141
PAST SALE,February-19-2020,Townhouse,11011 David Stone Dr,Chapel Hill,NC,27517-7416,237500,2,2.5,Cedar Terrace,1451,2178,2004,93,164,200,Sold,,,http://www.redfin.com/NC/Chapel-Hill/11011-David-Stone-Dr-27517/home/41388686,TMLS,2295264,N,Y,35.8514715,-79.023914
PAST SALE,May-22-2020,Townhouse,35 Bloomsbury Ct,Chapel Hill,NC,27517,235000,3,2.5,Falconbridge Townhomes,1670,1655,1986,1,141,334,Sold,,,http://www.redfin.com/NC/Chapel-Hill/35-Bloomsbury-Ct-27517/home/43551346,TMLS,2313589,N,Y,35.907505,-78.985281
PAST SALE,March-2-2020,Single Family Residential,400 Sharon Rd,Chapel Hill,NC,27517,264900,3,2.0,Colony Woods,1300,16117,1968,81,204,,Sold,,,http://www.redfin.com/NC/Chapel-Hill/400-Sharon-Rd-27517/home/44397503,TMLS,2291902,N,Y,35.9363328,-79.0050581
PAST SALE,,Townhouse,5 Ellsworth Ct,Chapel Hill,NC,27517,260000,3,2.5,,1720,2744,1993,,151,,,,,http://www.redfin.com/NC/Chapel-Hill/5-Ellsworth-Ct-27517/home/43551137,,,N,Y,35.9063023,-78.9895886
PAST SALE,October-29-2019,Townhouse,1046 Philpott Dr,Chapel Hill,NC,27517,264900,2,2.5,Governors Village Townhomes,1718,2308,2009,206,154,190,Sold,,,http://www.redfin.com/NC/Chapel-Hill/1046-Philpott-Dr-27517/home/41392418,TMLS,2278114,N,Y,35.8499625,-79.0250068
PAST SALE,March-12-2019,Single Family Residential,1540 Ferrell Rd,Chapel Hill,NC,27517,275000,3,2.0,Colony Woods,1288,19166,1970,437,214,,Sold,,,http://www.redfin.com/NC/Chapel-Hill/1540-Ferrell-Rd-27517/home/44393703,TMLS,2237802,N,Y,35.9333313,-79.0125324
PAST SALE,,Condo/Co-op,50301 Governors Dr,Chapel Hill,NC,27517,208000,2,3.0,,1360,,2002,,153,,,,,http://www.redfin.com/NC/Chapel-Hill/50301-Governors-Dr-27517/home/41364193,,,N,Y,35.8542047,-79.0235497
PAST SALE,February-25-2020,Townhouse,1025 Christopher Dr,Chapel Hill,NC,27517,264950,2,2.5,Governors Village Townhomes,1721,2308,2007,87,154,191,Sold,,,http://www.redfin.com/NC/Chapel-Hill/1025-Christopher-Dr-27517/home/41392842,TMLS,2290897,N,Y,35.8508105,-79.0257566
PAST SALE,January-28-2019,Single Family Residential,109 Celeste Cir,Chapel Hill,NC,27517,220000,3,1.5,Eastwood Park,1211,17206,1972,480,182,,Sold,,,http://www.redfin.com/NC/Chapel-Hill/109-Celeste-Cir-27517/home/43551261,TMLS,2226630,N,Y,35.9113346,-78.9879654
PAST SALE,June-18-2019,Single Family Residential,6 Lark Cir,Chapel Hill,NC,27517,275000,3,2.0,The Meadows,1486,5662,1981,339,185,73,Sold,,,http://www.redfin.com/NC/Chapel-Hill/6-Lark-Cir-27517/home/44397046,TMLS,2257131,N,Y,35.93514,-79.0167606
PAST SALE,August-15-2018,Condo/Co-op,3208 Environ Way #3208,Chapel Hill,NC,27517,240000,1,1.0,East 54,800,,2009,646,300,324,Sold,,,http://www.redfin.com/NC/Chapel-Hill/3208-Environ-Way-27517/unit-3208/home/44425073,TMLS,2163760,N,Y,35.9065274,-79.0220916
PAST SALE,June-27-2017,Townhouse,139 Mallard Ct,Chapel Hill,NC,27517,254000,3,3.5,Sycamore Run,1635,7405,1986,1060,155,199,Sold,,,http://www.redfin.com/NC/Chapel-Hill/139-Mallard-Ct-27517/home/44390155,TMLS,2116448,N,Y,35.8888028,-79.0565387
PAST SALE,October-19-2018,Single Family Residential,22 Oakwood Dr,Chapel Hill,NC,27517-5649,245000,2,1.0,Oakwood,1488,20037,1947,581,165,,Sold,,,http://www.redfin.com/NC/Chapel-Hill/22-Oakwood-Dr-27517/home/44412909,TMLS,2211251,N,Y,35.9116737,-79.021364
PAST SALE,,Single Family Residential,139 Forsyth Dr,Chapel Hill,NC,27517,201000,3,1.0,,900,10454,1988,,223,,,,,http://www.redfin.com/NC/Chapel-Hill/139-Forsyth-Dr-27517/home/44396246,,,N,Y,35.9390683,-79.0120687
PAST SALE,December-18-2019,Single Family Residential,223 Scarlett Dr,Chapel Hill,NC,27517-5511,271000,3,2.0,Orange,1517,12196,1988,156,179,,Sold,,,http://www.redfin.com/NC/Chapel-Hill/223-Scarlett-Dr-27517/home/44393912,TMLS,2287903,N,Y,35.9411811,-79.0096841
PAST SALE,,Townhouse,108 Littlejohn Rd Unit B,Chapel Hill,NC,27517,270000,3,2.5,,1450,6011,1997,,186,,,,,http://www.redfin.com/NC/Chapel-Hill/108-Littlejohn-Rd-27517/unit-B/home/43543389,,,N,Y,35.900986,-79.001949
PAST SALE,January-29-2019,Townhouse,106 Arbutus Pl,Chapel Hill,NC,27517,274900,2,3.0,Laurel Hill,1636,2613,1985,479,168,150,Sold,,,http://www.redfin.com/NC/Chapel-Hill/106-Arbutus-Pl-27517/home/44416362,TMLS,2212656,N,Y,35.887345,-79.037195
PAST SALE,November-15-2018,Single Family Residential,9 Heather Ct,Chapel Hill,NC,27517,275000,2,2.0,The Meadows,1523,8276,1980,554,181,73,Sold,,,http://www.redfin.com/NC/Chapel-Hill/9-Heather-Ct-27517/home/44395532,TMLS,2217960,N,Y,35.9351251,-79.0171691
PAST SALE,December-20-2018,Single Family Residential,302 St Thomas Dr,Chapel Hill,NC,27517,250000,3,2.5,Colony Lake,1400,4704,1994,519,179,62,Sold,,,http://www.redfin.com/NC/Chapel-Hill/302-St-Thomas-Dr-27517/home/44394471,TMLS,2209779,N,Y,35.9379791,-79.0060738
PAST SALE,August-23-2018,Townhouse,189 Manordale Dr,Chapel Hill,NC,27517,271490,2,2.0,Durham,1502,1437,2018,638,181,118,Sold,,,http://www.redfin.com/NC/Chapel-Hill/189-Manordale-Dr-27517/home/147070708,TMLS,2181435,N,Y,35.911881,-78.9932975
PAST SALE,February-27-2018,Townhouse,5 Tilbury Ct,Chapel Hill,NC,27517,216000,3,3.0,Falconbridge Townhomes,1600,2178,1980,815,135,272,Sold,,,http://www.redfin.com/NC/Chapel-Hill/5-Tilbury-Ct-27517/home/43550106,TMLS,2167712,N,Y,35.9066785,-78.9911567
PAST SALE,March-14-2019,Single Family Residential,628 Tinkerbell Rd,Chapel Hill,NC,27517,269000,3,2.0,Colony Woods,1205,17424,1962,435,223,,Sold,,,http://www.redfin.com/NC/Chapel-Hill/628-Tinkerbell-Rd-27517/home/44414156,TMLS,2227161,N,Y,35.9305201,-79.0116638
PAST SALE,July-31-2018,Single Family Residential,210 Forsyth Dr,Chapel Hill,NC,27517,250000,3,2.5,Abbotts Colony,1500,10018,1989,661,167,,Sold,,,http://www.redfin.com/NC/Chapel-Hill/210-Forsyth-Dr-27517/home/44395728,TMLS,2199782,N,Y,35.9377035,-79.0112849
PAST SALE,March-29-2019,Townhouse,212 Standish Dr,Chapel Hill,NC,27517,200000,2,2.5,Colony Lake,1322,871,1987,420,151,200,Sold,,,http://www.redfin.com/NC/Chapel-Hill/212-Standish-Dr-27517/home/44396345,TMLS,2239521,N,Y,35.939123,-79.008968
PAST SALE,November-21-2018,Townhouse,1246 Cranebridge Pl,Chapel Hill,NC,27517,205000,2,2.0,Cranebridge,1140,9975,1989,548,180,252,Sold,,,http://www.redfin.com/NC/Chapel-Hill/1246-Cranebridge-Pl-27517/home/43550352,TMLS,2217065,N,Y,35.90162,-78.998881
PAST SALE,December-21-2018,Single Family Residential,35 Cub Creek Rd,Chapel Hill,NC,27517,228000,2,2.0,Chatham,1150,54450,1982,518,198,,Sold,,,http://www.redfin.com/NC/Chapel-Hill/35-Cub-Crk-27517/home/41384791,TMLS,2224802,N,Y,35.8577057,-79.0654319
PAST SALE,October-25-2018,Single Family Residential,1919 Ephesus Church Rd,Chapel Hill,NC,27517,255000,3,2.0,Colony Woods,1550,15550,1973,575,165,,Sold,,,http://www.redfin.com/NC/Chapel-Hill/1919-Ephesus-Church-Rd-27517/home/43551569,TMLS,2219204,N,Y,35.931375,-79.0036338
PAST SALE,,Single Family Residential,106 Colby Pl,Chapel Hill,NC,27517,261000,3,2.5,,1460,6415,1994,,179,,,,,http://www.redfin.com/NC/Chapel-Hill/106-Colby-Pl-27517/home/44394403,,,N,Y,35.9382043,-79.0066921
PAST SALE,November-29-2018,Townhouse,185 Manordale Dr,Chapel Hill,NC,27517,265000,2,2.5,Durham,1551,1437,2018,540,171,118,Sold,,,http://www.redfin.com/NC/CHAPEL-HILL/185-MANORDALE-DR-27517/home/147232995,TMLS,2180066,N,Y,35.91194,-78.993459
