SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,December-4-2017,Single Family Residential,5815 Kiltshire Rd,Durham,NC,27712,280500,4,2.5,Heather Glen,2270,69216,1988,900,124,,Sold,,,http://www.redfin.com/NC/Durham/5815-Kiltshire-Rd-27712/home/43578725,TMLS,2155331,N,Y,36.0949131,-78.9643956
PAST SALE,September-22-2017,Single Family Residential,4618 Paces Ferry Dr,Durham,NC,27712,290000,4,3.0,Ashfield Place,2812,10497,2003,973,103,55,Sold,,,http://www.redfin.com/NC/Durham/4618-Paces-Ferry-Dr-27712/home/43599652,TMLS,2144980,N,Y,36.0935266,-78.9304825
PAST SALE,October-2-2017,Single Family Residential,445 Walsenburg Dr,Durham,NC,27712,225000,5,2.5,Madison Glen,2065,6229,2014,963,109,40,Sold,,,http://www.redfin.com/NC/Durham/445-Walsenburg-Dr-27712/home/43612164,TMLS,2148067,N,Y,36.0935228,-78.9193874
PAST SALE,,Single Family Residential,10 Shelburn Ct,Durham,NC,27712,207000,4,2.0,,1904,18513,1997,,109,,,,,http://www.redfin.com/NC/Durham/10-Shelburn-Ct-27712/home/43578290,,,N,Y,36.0883474,-78.8792434
PAST SALE,October-25-2017,Single Family Residential,5702 Craig Rd,Durham,NC,27712,235000,4,2.5,Split Rail,2137,130680,1977,940,110,,Sold,,,http://www.redfin.com/NC/Durham/5702-Craig-Rd-27712/home/43577429,TMLS,2138378,N,Y,36.0840705,-78.9760826
PAST SALE,November-1-2017,Single Family Residential,4816 Northbury Cir,Durham,NC,27712-2647,215000,4,2.5,Huntington Place,2252,38768,1972,933,95,,Sold,,,http://www.redfin.com/NC/Durham/4816-Northbury-Cir-27712/home/43578072,TMLS,2147227,N,Y,36.0779107,-78.936133
PAST SALE,June-16-2017,Single Family Residential,1704 Autumn Ridge Dr,Durham,NC,27712,295000,4,2.5,Autumn Ridge,3052,9583,2003,1071,97,15,Sold,,,http://www.redfin.com/NC/Durham/1704-Autumn-Ridge-Dr-27712/home/43589347,TMLS,2124728,N,Y,36.0861735,-78.9420091
PAST SALE,March-18-2018,Single Family Residential,7 Summer Ridge Ct,Durham,NC,27712,274900,4,2.5,Dover Ridge,2176,12196,1997,796,126,14,Sold,,,http://www.redfin.com/NC/Durham/7-Summer-Rdg-27712/home/43594445,TMLS,2171202,N,Y,36.0888924,-78.9313769
PAST SALE,September-20-2018,Single Family Residential,6231 Dello St,Durham,NC,27712-1505,218000,4,2.0,Milton Forest,2108,33454,1974,610,103,,Sold,,,http://www.redfin.com/NC/Durham/6231-Dello-St-27712/home/43586484,TMLS,2203243,N,Y,36.115905,-78.9215091
PAST SALE,April-12-2019,Single Family Residential,9 Otters Run,Durham,NC,27712,286000,4,2.5,Trappers Creek,2350,36154,1996,406,122,,Sold,,,http://www.redfin.com/NC/Durham/9-Otters-Run-27712/home/43581212,TMLS,2227469,N,Y,36.0768088,-78.9480264
