SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,January-25-2018,Single Family Residential,1122 Meadow Wood Dr,Durham,NC,27703,256969,3,2.5,Rustica Oaks,2220,6185,2018,848,116,38,Sold,,,http://www.redfin.com/NC/Durham/1122-Meadow-Wood-Dr-27703/home/110075055,TMLS,2196122,N,Y,35.9506898,-78.8759556
PAST SALE,June-27-2018,Townhouse,128 Zante Currant Rd,Durham,NC,27703,258819,3,2.5,Durham,1820,3484,2018,695,142,142,Sold,,,http://www.redfin.com/NC/Durham/128-Zante-Currant-Rd-27703/home/110076031,TMLS,2193071,N,Y,35.94472,-78.8717016
PAST SALE,March-28-2018,Townhouse,327 Acorn Hollow Pl,Durham,NC,27703,274630,3,2.5,Durham,1850,2613,2018,786,148,160,Sold,,,http://www.redfin.com/NC/Durham/327-Acorn-Hollow-Pl-27703/home/144041166,TMLS,2163067,N,Y,35.9252233,-78.7799709
PAST SALE,April-17-2020,Single Family Residential,1235 Homecoming Way #68,Durham,NC,27703,264980,3,2.5,Copley Farm,1896,4443,2020,35,140,55,Sold,,,http://www.redfin.com/NC/Durham/1235-Homecoming-Way-27703/unit-68/home/170930589,TMLS,2304870,N,Y,35.9982149,-78.8208255
PAST SALE,April-21-2020,Single Family Residential,1231 Homecoming Way #70,Durham,NC,27703,265320,3,2.5,Copley Farm,1927,4443,2020,31,138,55,Sold,,,http://www.redfin.com/NC/Durham/1231-Homecoming-Way-27703/unit-70/home/170930659,TMLS,2304874,N,Y,35.9982149,-78.8208255
PAST SALE,April-3-2020,Townhouse,1225 Fitchie Pl #241,Durham,NC,27703,264500,3,2.5,Durham,1892,1742,2019,49,140,155,Sold,,,http://www.redfin.com/NC/Durham/1225-Fitchie-Pl-27703/unit-241/home/170474528,TMLS,2299468,N,Y,35.945049,-78.860948
PAST SALE,May-7-2020,Townhouse,1036 Amber Shadow Dr #1,Durham,NC,27703,254751,3,2.5,Durham,1573,1568,2020,15,162,118,Sold,,,http://www.redfin.com/NC/Durham/1036-Amber-Shadow-Dr-27703/unit-1/home/171556320,TMLS,2317766,N,Y,35.9567499,-78.8719956
PAST SALE,March-2-2018,Townhouse,223 Zante Currant Rd,Durham,NC,27703,274269,3,2.5,Durham,2377,2614,2018,812,115,132,Sold,,,http://www.redfin.com/NC/Durham/223-Zante-Currant-Rd-27703/home/110075522,TMLS,2165805,N,Y,35.9458619,-78.8723955
PAST SALE,June-27-2018,Single Family Residential,1924 Pennypacker Ln #430,Durham,NC,27703,273096,3,2.5,Brightleaf,2385,7274,2018,695,115,88,Sold,,,http://www.redfin.com/NC/Durham/1924-Pennypacker-Ln-27703/unit-430/home/161284760,TMLS,2174034,N,Y,35.9497928,-78.8160044
PAST SALE,March-25-2020,Townhouse,1032 Gentle Reed Dr #160,Durham,NC,27703,250125,3,2.5,Copley Farm,1729,2613,2019,58,145,170,Sold,,,http://www.redfin.com/NC/Durham/1032-Reed-Ct-27703/unit-160/home/167959923,TMLS,2269731,N,Y,35.9606,-78.8307
PAST SALE,March-25-2020,Single Family Residential,1212 Homecoming Way #49,Durham,NC,27703,260885,3,2.5,Copley Farm,1896,4791,2019,58,138,55,Sold,,,http://www.redfin.com/NC/Durham/1212-Homecoming-Way-27703/unit-49/home/170487977,TMLS,2299784,N,Y,35.9976069,-78.8194632
PAST SALE,March-25-2020,Townhouse,1215 Homecoming Way #147,Durham,NC,27703,255000,3,2.5,Copley Farm,2104,3049,2019,58,121,150,Sold,,,http://www.redfin.com/NC/Durham/1215-Homecoming-Way-27703/unit-147/home/167387314,TMLS,2266937,N,Y,35.9966,-78.8238
PAST SALE,March-25-2020,Single Family Residential,1214 Homecoming Way #50,Durham,NC,27703,253430,3,2.5,Copley Farm,1896,4791,2020,58,134,55,Sold,,,http://www.redfin.com/NC/Durham/1214-Homecoming-Way-27703/unit-50/home/170488325,TMLS,2299793,N,Y,35.9975551,-78.8195044
PAST SALE,March-25-2020,Single Family Residential,1216 Homecoming Way #51,Durham,NC,27703,260045,3,2.5,Copley Farm,1896,4878,2020,58,137,55,Sold,,,http://www.redfin.com/NC/Durham/1216-Homecoming-Way-27703/unit-51/home/170911959,TMLS,2304813,N,Y,35.9975551,-78.8195044
PAST SALE,,Townhouse,113 Cross Country Way,Durham,NC,27703,256500,3,2.5,,2082,2744,2018,,123,,,,,http://www.redfin.com/NC/Durham/113-Cross-Country-Way-27703/home/146449189,,,N,Y,35.913303,-78.824277
PAST SALE,August-29-2019,Townhouse,115 Journey Pl Unit 2119C,Durham,NC,27703,269599,3,2.5,Durham,1978,1960,2019,267,136,137,Sold,,,http://www.redfin.com/NC/Durham/115-Journey-Pl-27703/unit-2119C/home/160369878,TMLS,2234015,N,Y,35.9603,-78.8301
PAST SALE,April-2-2020,Townhouse,1023 Amber Shadow Dr #76,Durham,NC,27703,253598,3,2.5,Durham,1603,1568,2019,50,158,118,Sold,,,http://www.redfin.com/NC/Durham/1023-Amber-Shadow-DR-27703/unit-76/home/166807117,TMLS,2256606,N,Y,35.9606,-78.8307
