SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,March-16-2020,Single Family Residential,1922 Pattersons Mill Rd,Durham,NC,27703,457500,5,4.0,Brightleaf,3720,11979,2017,67,123,85,Sold,,,http://www.redfin.com/NC/Durham/1922-Patterson-s-Mill-Rd-27703/home/67995545,TMLS,2300370,N,Y,35.9494986,-78.8308079
PAST SALE,August-21-2019,Single Family Residential,1804 Round Rock Blvd,Durham,NC,27703,405000,4,3.5,Brightleaf,3092,8929,2012,275,131,43,Sold,,,http://www.redfin.com/NC/Durham/1804-Round-Rock-Blvd-27703/home/43613187,TMLS,2262390,N,Y,35.9552883,-78.8190184
PAST SALE,October-27-2017,Single Family Residential,107 Corn Crib Ct,Durham,NC,27703,386985,4,3.5,Sherron Farms,4016,10628,2017,938,96,,Sold,,,http://www.redfin.com/NC/Durham/107-Corn-Crib-Ct-27703/home/113448177,TMLS,2116764,N,Y,35.9666499,-78.7917801
PAST SALE,May-26-2017,Single Family Residential,3312 Prospect Pkwy,Durham,NC,27703,451320,6,4.0,Brightleaf,3811,9321,2017,1092,118,88,Sold,,,http://www.redfin.com/NC/Durham/3312-Prospect-Pkwy-27703/home/103502247,TMLS,2128049,N,Y,35.9548472,-78.8078452
PAST SALE,July-28-2017,Single Family Residential,1920 Pattersons Mill Rd,Durham,NC,27703,391815,5,3.5,The Glen,3288,11891,2017,1029,119,88,Sold,,,http://www.redfin.com/NC/Durham/1920-Patterson-s-Mill-Rd-27703/home/67995544,TMLS,2120780,N,Y,35.9496128,-78.8310776
PAST SALE,May-31-2017,Single Family Residential,221 El Paso Ave,Durham,NC,27703,412000,4,3.5,Brightleaf,3273,9583,2015,1087,126,88,Sold,,,http://www.redfin.com/NC/Durham/221-El-Paso-Ave-27703/home/103501473,TMLS,2122690,N,Y,35.9541796,-78.8208547
PAST SALE,November-14-2017,Single Family Residential,1806 Creighton Hall Way,Durham,NC,27703,386535,6,3.5,The Glen,3661,10890,2016,920,106,88,Sold,,,http://www.redfin.com/NC/Durham/1806-Creighton-Hall-Way-27703/home/67995531,TMLS,2073953,N,Y,35.9494195,-78.829217
PAST SALE,June-30-2017,Single Family Residential,1801 Round Rock Blvd,Durham,NC,27703,379900,4,3.5,Brightleaf,3055,10018,2009,1057,124,43,Sold,,,http://www.redfin.com/NC/Durham/1801-Round-Rock-Blvd-27703/home/43611700,TMLS,2118960,N,Y,35.9551313,-78.8184653
PAST SALE,August-21-2017,Single Family Residential,101 S Guthrie Ave,Durham,NC,27703,399000,4,2.0,Old East Durham,2420,10454,1910,1005,165,,Sold,,,http://www.redfin.com/NC/Durham/101-S-Guthrie-Ave-27703/home/147233141,TMLS,2131680,N,Y,35.9857349,-78.8759277
PAST SALE,September-6-2017,Single Family Residential,1911 Pattersons Mill Rd,Durham,NC,27703,427997,5,4.0,The Glen,3991,12980,2017,989,107,88,Sold,,,http://www.redfin.com/NC/Durham/1911-Pattersons-Mill-Rd-27703/home/67995580,TMLS,2124449,N,Y,35.950627,-78.831512
