sale type,sold dat,property type,address,city,state,ZIP OR POSTAL CODE,zipcode,price,beds,baths,location,square feet,lot size,year built,days on market,dollar per square feet,hoa per moth,status,source,mls,favorite,interested,latitude,longitude
PAST SALE,August-28-2018,Single Family Residential,109 River Pine Dr,Morrisville,NC,27560,27560,466000,4,3,Phillips Place,3176,7840,2011,633,147,40,Sold,TMLS,2205490,N,Y,35.8378132,-78.8702708
PAST SALE,August-28-2019,Townhouse,204 St. Andrews Pl,Chapel Hill,NC,27517,27517,185000,2,1.5,Colony Lake,1100,871,1986,268,168,200,Sold,TMLS,2264212,N,Y,35.938373,-79.00851
PAST SALE,August-28-2019,Single Family Residential,7 Berry Ct,Durham,NC,27703,27703,223000,3,2.5,Lynn Hollow,1637,7535,2006,268,136,20,Sold,TMLS,2269251,N,Y,35.9722787,-78.8404984
PAST SALE,August-28-2019,Single Family Residential,7 Berry Ct,Durham,NC,27703,27703,223000,3,2.5,Lynn Hollow,1637,7535,2006,268,136,20,Sold,TMLS,2269251,N,Y,35.9722787,-78.8404984
PAST SALE,August-28-2019,Townhouse,1901 Corwith Dr,Morrisville,NC,27560,27560,287000,3,2.5,McCrimmon at the Park,1786,2613,2009,268,161,100,Sold,TMLS,2255211,N,Y,35.8346,-78.8602002
PAST SALE,August-28-2019,Single Family Residential,6 Wild Sage Way,Durham,NC,27703-9468,27703,299000,4,2.5,Ravenstone,2550,8276,2012,268,117,24,Sold,TMLS,2265574,N,Y,35.9647958,-78.7914924
PAST SALE,August-28-2019,Single Family Residential,4913 Bridgewood Dr,Durham,NC,27713,27713,300100,4,2.5,Stonebridge,1987,8407,1994,268,151,25,Sold,TMLS,2268066,N,Y,35.9359703,-78.9381108
PAST SALE,August-28-2019,Single Family Residential,302 Michelangelo Pl #388,Morrisville,NC,27560,27560,319900,4,2.5,Sterling,2098,5662,2019,268,152,55,Sold,TMLS,2233178,N,Y,35.895,-78.835
PAST SALE,August-28-2019,Single Family Residential,1104 Montague Ave,Durham,NC,27703,27703,395465,4,3,Durham,2822,7056,2019,268,140,250,Sold,TMLS,2238509,N,Y,35.9410649,-78.7913896
PAST SALE,August-28-2019,Single Family Residential,220 Silverhawk Ln,Durham,NC,27703,27703,413419,4,3.5,Durham,2342,5662,2019,268,177,75,Sold,TMLS,2248649,N,Y,35.9254185,-78.7738066
PAST SALE,August-28-2019,Single Family Residential,211 Silverhawk Ln,Durham,NC,27703,27703,454836,4,3.5,Durham,2991,5662,2019,268,152,75,Sold,TMLS,2239069,N,Y,35.9258434,-78.7763747
PAST SALE,August-28-2019,Single Family Residential,203 Oak Park Dr,Chapel Hill,NC,27517,27517,527000,4,3.5,Hundred Oaks,4106,13939,1997,268,128,49,Sold,TMLS,2244840,N,Y,35.8894625,-79.0591429
PAST SALE,August-28-2019,Single Family Residential,803 Clausun Dr,Durham,NC,27713,27713,707000,6,5,Kingsley Estates,4983,20124,2013,268,142,40,Sold,TMLS,2263062,N,Y,35.8776763,-78.9288021
PAST SALE,August-28-2019,Single Family Residential,113 Briery Branch Ct,Morrisville,NC,27560-6993,27560,830000,5,5,Weston Estates,5570,20037,2001,268,149,58,Sold,TMLS,2266163,N,Y,35.8175838,-78.815744
PAST SALE,August-29-2017,Single Family Residential,106 Jigsaw Dr,Durham,NC,27704,27704,218000,4,2.5,Carpenter Pointe,2294,10454,2014,997,95,27,Sold,TMLS,2139584,N,Y,36.0265584,-78.8216511
PAST SALE,August-29-2017,Single Family Residential,3300 Genlee Dr,Durham,NC,27704,27704,223110,5,2.5,Swans Mill,3086,7405,2007,997,72,45,Sold,TMLS,2141328,N,Y,36.0640713,-78.8751086
PAST SALE,August-29-2017,Single Family Residential,202 Oak Grove Pkwy,Durham,NC,27703,27703,225000,3,2.5,Linkside,1864,13068,1997,997,121,52,Sold,TMLS,2137910,N,Y,35.9808659,-78.8125359
PAST SALE,August-29-2017,Single Family Residential,202 Oak Grove Pkwy,Durham,NC,27703,27703,225000,3,2.5,Linkside,1864,13068,1997,997,121,52,Sold,TMLS,2137910,N,Y,35.9808659,-78.8125359
PAST SALE,August-29-2017,Single Family Residential,202 Oak Grove Pkwy,Durham,NC,27703,27703,225000,3,2.5,Linkside,1864,13068,1997,997,121,52,Sold,TMLS,2137910,N,Y,35.9808659,-78.8125359
PAST SALE,August-29-2017,Single Family Residential,837 Poplar St,Durham,NC,27703,27703,275500,5,3,Brightwood Trails,2636,8058,2014,997,105,35,Sold,TMLS,2141327,N,Y,35.9608954,-78.8033756
PAST SALE,August-29-2017,Single Family Residential,5003 Linden Oaks Ave,Durham,NC,27713,27713,280000,4,2.5,Hope Valley Farms,2257,8712,2001,997,124,25,Sold,TMLS,2142361,N,Y,35.9394706,-78.9323379
PAST SALE,August-29-2017,Single Family Residential,4 Ozark Ct,Durham,NC,27713,27713,322500,4,2.5,Durham,2231,12196,1995,997,145,28,Sold,TMLS,2142392,N,Y,35.9204823,-78.9197853
PAST SALE,August-29-2017,Single Family Residential,12 Monteith Ct,Durham,NC,27713,27713,362500,4,2.5,Lakepointe,2775,15681,1999,997,131,27,Sold,TMLS,2137960,N,Y,35.8912835,-78.9248719
PAST SALE,August-29-2017,Single Family Residential,915 Vintage Hill Pkwy,Durham,NC,27712,27712,562064,5,4,Treyburn Point,3625,48482,2017,997,155,40,Sold,TMLS,2116565,N,Y,36.1072143,-78.8760594
PAST SALE,August-29-2017,Single Family Residential,2051 Greenbrook Ln,Durham,NC,27705,27705,590000,5,4,Pleasant Green Woods,3372,69696,2016,997,175,85,Sold,TMLS,2130091,N,Y,36.053959,-79.0027271
PAST SALE,August-29-2018,Townhouse,3250 Ivey Wood Ln,Durham,NC,27703,27703,125000,2,2.5,Amberlynn Valley,1152,13068,2008,632,109,91,Sold,TMLS,2206460,N,Y,35.9697853,-78.8445903
PAST SALE,August-29-2018,Single Family Residential,1005 Statler Dr,Durham,NC,27703,27703,161000,3,2.5,Ridgefield,1372,5401,2007,632,117,18,Sold,TMLS,2200149,N,Y,36.0048876,-78.8108101
PAST SALE,August-29-2018,Single Family Residential,109 Gladstone Dr,Durham,NC,27703,27703,186000,4,2.5,Ridgefield,1604,6446,2000,632,116,10,Sold,TMLS,2206275,N,Y,35.9979422,-78.8089405
PAST SALE,August-29-2018,Single Family Residential,6 Crescent Hill Ct,Durham,NC,27704,27704,205500,4,3,Cardinal Lake,1776,9496,2004,632,116,60,Sold,TMLS,2200880,N,Y,36.0187676,-78.8070929
PAST SALE,August-29-2018,Townhouse,203 Whitney Oaks Ln,Morrisville,NC,27560,27560,260000,3,2.5,Breckenridge,1705,3049,2002,632,152,110,Sold,TMLS,2209905,N,Y,35.8436091,-78.8723499
PAST SALE,August-29-2018,Townhouse,127 Zante Currant Rd,Durham,NC,27703,27703,260102,3,2.5,Durham,1811,2613,2018,632,144,132,Sold,TMLS,2170535,N,Y,35.9447044,-78.8722272
PAST SALE,August-29-2018,Townhouse,127 Zante Currant Rd,Durham,NC,27703,27703,260102,3,2.5,Durham,1811,2613,2018,632,144,132,Sold,TMLS,2170535,N,Y,35.9447044,-78.8722272
PAST SALE,August-29-2018,Single Family Residential,116 Eastern Teal Dr,Durham,NC,27704,27704,263666,4,2.5,Cardinal Oaks,2383,12632,2018,632,111,35,Sold,TMLS,2166249,N,Y,36.018117,-78.813823
PAST SALE,August-29-2018,Single Family Residential,313 Vintage Holly Dr,Durham,NC,27703,27703,305000,5,3,Ravenstone,3095,8363,2014,632,99,49,Sold,TMLS,2200339,N,Y,35.964378,-78.794487
PAST SALE,August-29-2018,Single Family Residential,2620 Oleander Dr,Durham,NC,27703,27703,325000,4,2.5,Magnolia Place,2853,7840,2003,632,114,38,Sold,TMLS,2206731,N,Y,35.9292236,-78.826272
PAST SALE,August-29-2018,Single Family Residential,2620 Oleander Dr,Durham,NC,27703,27703,325000,4,2.5,Magnolia Place,2853,7840,2003,632,114,38,Sold,TMLS,2206731,N,Y,35.9292236,-78.826272
PAST SALE,August-29-2018,Townhouse,1021 Lakebrink Dr #82,Morrisville,NC,27560,27560,364000,3,2.5,Wake,2126,2613,2018,632,171,108,Sold,TMLS,2167935,N,Y,35.8429657,-78.8490784
PAST SALE,August-29-2018,Single Family Residential,1026 Big Spring Cir,Durham,NC,27703,27703,371892,4,2.5,Brightleaf,3104,11325,2018,632,120,88,Sold,TMLS,2186511,N,Y,35.95613,-78.80371
PAST SALE,August-29-2018,Townhouse,1017 Lakebrink Dr #81,Morrisville,NC,27560,27560,376260,4,3,Wake,2140,2613,2018,632,176,108,Sold,TMLS,2183539,N,Y,35.8429197,-78.849155
PAST SALE,August-29-2018,Single Family Residential,507 Crescendo Dr,Morrisville,NC,27560,27560,390000,4,2.5,Breckenridge,2707,6098,2000,632,144,40,Sold,TMLS,2202104,N,Y,35.8394994,-78.8612881
PAST SALE,August-29-2018,Single Family Residential,2917 Homebrook Ln,Morrisville,NC,27560,27560,404000,4,3,Providence Place,2770,8276,2009,632,146,49,Sold,TMLS,2184639,N,Y,35.8560353,-78.8514239
PAST SALE,August-29-2018,Single Family Residential,29 New Rhododendron,Chapel Hill,NC,27517,27517,582000,3,3.5,The Preserve at Jordan Lake,3500,20473,2004,632,166,83,Sold,TMLS,2198372,N,Y,35.7849742,-79.0567589
PAST SALE,August-29-2019,Single Family Residential,908 Obsidian Way,Durham,NC,27703,27703,195500,3,2.5,Stone Hill Estates,1630,8145,2005,267,120,12,Sold,TMLS,2264103,N,Y,35.9951014,-78.8250581
PAST SALE,August-29-2019,Single Family Residential,1304 Bent Willow Dr,Durham,NC,27704,27704,230285,4,2.5,Durham,1680,5575,2019,267,137,40,Sold,TMLS,2250494,N,Y,36.0359,-78.8935
PAST SALE,August-29-2019,Townhouse,144 Manordale Dr,Chapel Hill,NC,27517,27517,261990,2,2.5,Durham,1551,1393,2019,267,169,118,Sold,TMLS,2234031,N,Y,35.911422,-78.993872
PAST SALE,August-29-2019,Townhouse,115 Journey Pl Unit 2119C,Durham,NC,27703,27703,269599,3,2.5,Durham,1978,1960,2019,267,136,137,Sold,TMLS,2234015,N,Y,35.9603,-78.8301
PAST SALE,August-29-2019,Townhouse,621 Carlton Commons Ln,Cary,NC,27519,27519,270000,4,3.5,Legacy at Carpenter Village,2005,1742,2006,267,135,173,Sold,TMLS,2268065,N,Y,35.828688,-78.860581
PAST SALE,August-29-2019,Single Family Residential,10 Woodward Ln,Durham,NC,27713,27713,275000,4,2.5,Spring Meadow,1800,6272,1999,267,153,27,Sold,TMLS,2270476,N,Y,35.9383115,-78.9239402
PAST SALE,August-29-2019,Single Family Residential,1302 San Antonio Blvd,Durham,NC,27703,27703,355000,4,2.5,The Meadows,2776,7579,2017,267,128,88,Sold,TMLS,2255825,N,Y,35.9550894,-78.8046147
PAST SALE,August-29-2019,Townhouse,1036 Pershing Glen Ct #29,Morrisville,NC,27560,27560,371334,3,2.5,Wake,2323,261,2018,267,160,145,Sold,TMLS,2223413,N,Y,35.86688627,-78.85134783
PAST SALE,August-29-2019,Single Family Residential,8005 Crichton Ln,Durham,NC,27713,27713,385000,4,2.5,Eagles Pointe,2644,13068,2001,267,146,10,Sold,TMLS,2275849,N,Y,35.8986741,-78.9538592
PAST SALE,August-29-2019,Single Family Residential,238 Ashton Gln,Durham,NC,27703-9451,27703,390000,4,3.5,Ashton Glen,3232,8276,2008,267,121,65,Sold,TMLS,2264886,N,Y,35.9583369,-78.8293644
PAST SALE,August-29-2019,Single Family Residential,214 Silverhawk Ln,Durham,NC,27703,27703,443346,4,3.5,Durham,3000,5662,2019,267,148,75,Sold,TMLS,2239053,N,Y,35.9254185,-78.7738066
PAST SALE,August-29-2019,Single Family Residential,4305 Branchwood Dr,Durham,NC,27705,27705,460000,4,3,Hope Creek,3077,9975,2003,267,149,10,Sold,TMLS,2268254,N,Y,35.9732633,-78.9941357
PAST SALE,August-29-2019,Single Family Residential,572 Legacy Falls Dr,Chapel Hill,NC,27517,27517,470000,4,3,The Legacy at Jordan Lake,2774,11325,2019,267,169,174,Sold,TMLS,2248409,N,Y,35.7623966,-79.0579031
PAST SALE,August-29-2019,Single Family Residential,94 S Flanders St #38,Chapel Hill,NC,27517,27517,540000,4,3.5,Legend Oaks,2797,47044,2019,267,193,46,Sold,TMLS,2248645,N,Y,35.840611,-79.065438
PAST SALE,August-29-2019,Single Family Residential,908 Adeline Ct,Durham,NC,27713,27713,612978,6,5.5,Durham,4920,6185,2019,267,125,75,Sold,TMLS,2245458,N,Y,35.8918482,-78.9348268
PAST SALE,August-29-2019,Single Family Residential,1005 Mocker Nut Ln Lot 8,Chapel Hill,NC,27517,27517,675621,4,4,South Grove,3537,30056,2019,267,191,78,Sold,TMLS,2228518,N,Y,35.8657565,-79.0718588
PAST SALE,August-29-2019,Single Family Residential,314 Villa Dr,Durham,NC,27712,27712,810000,4,4,Treyburn,4836,83765,2002,267,167,46,Sold,TMLS,2152785,N,Y,36.1196268,-78.8631015
PAST SALE,August-29-2019,Single Family Residential,2420 Vintage Hill Dr,Durham,NC,27712,27712,1350000,6,8.5,Treyburn,13819,61855,2002,267,98,44,Sold,TMLS,2239616,N,Y,36.1171112,-78.8727206
PAST SALE,August-3-2017,Single Family Residential,10 N Indian Creek Pl,Durham,NC,27703,27703,175000,3,2,Marbrey Landing,1353,10018,1998,1023,129,12,Sold,TMLS,2135162,N,Y,35.9901237,-78.8033756
PAST SALE,August-3-2017,Single Family Residential,10 N Indian Creek Pl,Durham,NC,27703,27703,175000,3,2,Marbrey Landing,1353,10018,1998,1023,129,12,Sold,TMLS,2135162,N,Y,35.9901237,-78.8033756
PAST SALE,August-3-2017,Townhouse,103 Parklane Dr,Morrisville,NC,27560,27560,190000,3,2.5,Breckenridge,1412,1306,2000,1023,135,101,Sold,TMLS,2135679,N,Y,35.8386948,-78.8641096
PAST SALE,August-3-2017,Townhouse,126 Holly Berry Ln,Durham,NC,27703,27703,195000,3,2.5,Rustica Oaks,1796,2613,2014,1023,109,135,Sold,TMLS,2128349,N,Y,35.9478987,-78.8816313
PAST SALE,August-3-2017,Townhouse,206 Churment Ct,Durham,NC,27703,27703,216998,3,2.5,Durham,1694,2613,2017,1023,128,120,Sold,TMLS,2126842,N,Y,35.946409,-78.87089
PAST SALE,August-3-2017,Townhouse,206 Churment Ct,Durham,NC,27703,27703,216998,3,2.5,Durham,1694,2613,2017,1023,128,120,Sold,TMLS,2126842,N,Y,35.946409,-78.87089
PAST SALE,August-3-2017,Single Family Residential,4901 Harwood Ct,Durham,NC,27713,27713,298000,4,2.5,Greenbriar,2059,9713,1990,1023,145,20,Sold,TMLS,2136776,N,Y,35.9333447,-78.9413947
PAST SALE,August-3-2017,Single Family Residential,8013 Sundance Cir,Durham,NC,27713,27713,405000,6,3.5,The Reserve at Southpoint,2878,20255,2006,1023,141,9,Sold,TMLS,2126280,N,Y,35.8973943,-78.9595591
PAST SALE,August-3-2017,Single Family Residential,13 Arundel St,Durham,NC,27703,27703,454456,4,3.5,Brightleaf,3109,9583,2017,1023,146,88,Sold,TMLS,2135506,N,Y,35.9498779,-78.8212917
PAST SALE,August-3-2017,Single Family Residential,215 Tennwood Ct,Durham,NC,27712,27712,570000,4,3.5,Treyburn,4596,59677,1997,1023,124,44,Sold,TMLS,2105109,N,Y,36.1167819,-78.8593642
PAST SALE,August-3-2018,Single Family Residential,1 Cayman Ct,Durham,NC,27703,27703,191000,3,2.5,Grove Park,1276,5357,1999,658,150,52,Sold,TMLS,2199297,N,Y,35.9807978,-78.7963056
PAST SALE,August-3-2018,Townhouse,4123 Lillington Dr,Durham,NC,27704-2246,27704,225000,4,3.5,Yorktown,2620,2178,2005,658,86,123,Sold,TMLS,2198782,N,Y,36.0498212,-78.8875415
PAST SALE,August-3-2018,Single Family Residential,3504 Skybrook Ln,Durham,NC,27703,27703,255000,4,3,Bradbury,2536,5270,2006,658,101,19,Sold,TMLS,2200787,N,Y,35.9267908,-78.8296373
PAST SALE,August-3-2018,Single Family Residential,4012 Kettering Dr,Durham,NC,27713,27713,270000,4,2.5,Hope Valley Farms,1824,6969,1992,658,148,20,Sold,TMLS,2201809,N,Y,35.9322251,-78.9353878
PAST SALE,August-3-2018,Single Family Residential,1716 Nellora Ln,Durham,NC,27703,27703,374990,5,3.5,Brightwood Trails,3190,7840,2018,658,118,35,Sold,TMLS,2187394,N,Y,35.96615,-78.80184
PAST SALE,August-3-2018,Single Family Residential,4713 Myra Gln,Durham,NC,27707,27707,435000,4,3.5,Weston Downs,3499,10062,2012,658,124,57,Sold,TMLS,2197710,N,Y,35.9340737,-78.9942816
PAST SALE,August-3-2018,Single Family Residential,17 Eagles Watch Ln,Chapel Hill,NC,27517,27517,630000,4,4.5,Westfall,5354,39204,2015,658,118,109,Sold,TMLS,2177914,N,Y,35.8222231,-79.0546407
PAST SALE,August-3-2018,Single Family Residential,803 Oxfordshire Ln,Chapel Hill,NC,27517,27517,633000,5,4,Southpoint Manor,4217,16596,2007,658,150,60,Sold,TMLS,2182373,N,Y,35.891594,-78.977199
PAST SALE,August-3-2018,Single Family Residential,1031 Pinehurst Dr,Chapel Hill,NC,27517,27517,900000,4,4.5,Meadowmont,4194,20473,2002,658,215,41,Sold,TMLS,2197714,N,Y,35.9125211,-79.0133383
PAST SALE,August-3-2018,Single Family Residential,55203 Broughton,Chapel Hill,NC,27517,27517,925000,3,3.5,Governors Club,3612,37026,2014,658,256,244,Sold,TMLS,2189859,N,Y,35.8498406,-79.0423247
PAST SALE,August-30-2017,Single Family Residential,413 Burrell Rd,Durham,NC,27703,27703,178000,3,2.5,Gatewood Forest,1749,11151,2002,996,102,28,Sold,TMLS,2142796,N,Y,35.9930429,-78.8184543
PAST SALE,August-30-2017,Single Family Residential,206 Kindlewood Dr,Durham,NC,27703,27703,203500,3,2.5,Grove Park,1906,8407,2000,996,107,16,Sold,TMLS,2112656,N,Y,35.9808088,-78.8105888
PAST SALE,August-30-2017,Single Family Residential,206 Kindlewood Dr,Durham,NC,27703,27703,203500,3,2.5,Grove Park,1906,8407,2000,996,107,16,Sold,TMLS,2112656,N,Y,35.9808088,-78.8105888
PAST SALE,August-30-2017,Single Family Residential,120 Woodtrellis Ct,Durham,NC,27703,27703,217000,3,2.5,Ravenstone,2050,10977,2006,996,106,49,Sold,TMLS,2138339,N,Y,35.9713699,-78.7923997
PAST SALE,August-30-2017,Single Family Residential,120 Woodtrellis Ct,Durham,NC,27703,27703,217000,3,2.5,Ravenstone,2050,10977,2006,996,106,49,Sold,TMLS,2138339,N,Y,35.9713699,-78.7923997
PAST SALE,August-30-2017,Townhouse,110 Tuftin Dr,Durham,NC,27703,27703,225000,3,2.5,Townes at Brier Creek Crossing,1592,435,2015,996,141,123,Sold,TMLS,2136440,N,Y,35.9241696,-78.7826286
PAST SALE,August-30-2017,Townhouse,110 Tuftin Dr,Durham,NC,27703,27703,225000,3,2.5,Townes at Brier Creek Crossing,1592,435,2015,996,141,123,Sold,TMLS,2136440,N,Y,35.9241696,-78.7826286
PAST SALE,August-30-2017,Townhouse,110 Tuftin Dr,Durham,NC,27703,27703,225000,3,2.5,Townes at Brier Creek Crossing,1592,435,2015,996,141,123,Sold,TMLS,2136440,N,Y,35.9241696,-78.7826286
PAST SALE,August-30-2017,Townhouse,312 Mannington Dr,Morrisville,NC,27560-6861,27560,234000,3,2.5,Breckenridge,1706,2613,2000,996,137,100,Sold,TMLS,2143062,N,Y,35.8420444,-78.8592562
PAST SALE,August-30-2017,Single Family Residential,206 Fallenwood Ave,Durham,NC,27713,27713,241000,4,2.5,Hope Valley Farms,2127,8232,1997,996,113,25,Sold,TMLS,2134727,N,Y,35.9353375,-78.919078
PAST SALE,August-30-2017,Single Family Residential,2058 October Dr,Durham,NC,27703,27703,246000,3,2.5,Hanover Pointe,2041,653,2015,996,121,40,Sold,TMLS,2140920,N,Y,35.9649038,-78.8362129
PAST SALE,August-30-2017,Townhouse,116 Stockton Gorge Rd,Morrisville,NC,27560,27560,262000,3,2.5,Shiloh Grove,1834,2613,2012,996,143,115,Sold,TMLS,2136532,N,Y,35.8483992,-78.8496178
PAST SALE,August-30-2017,Single Family Residential,141 Daneborg Rd,Durham,NC,27703,27703,262500,3,2.5,Orchard Ridge,2550,5662,2012,996,103,45,Sold,TMLS,2141072,N,Y,35.959581,-78.825589
PAST SALE,August-30-2017,Single Family Residential,2956 Historic Cir,Morrisville,NC,27560,27560,357000,4,3,Kitts Creek,2335,6795,2017,996,153,60,Sold,TMLS,2110670,N,Y,35.8671021,-78.8595691
PAST SALE,August-30-2017,Townhouse,1030 Craigmeade Dr #6,Morrisville,NC,27560,27560,399990,4,3,Wake,2367,3920,2017,996,169,108,Sold,TMLS,2128738,N,Y,35.83973,-78.847992
PAST SALE,August-30-2017,Single Family Residential,1217 Covered Bridge Trl,Chapel Hill,NC,27517,27517,472000,5,4,The Legacy at Jordan Lake,3481,21780,2016,996,136,174,Sold,TMLS,2093263,N,Y,35.7747156,-79.0660724
PAST SALE,August-30-2017,Single Family Residential,450 Stoney Creek Way,Chapel Hill,NC,27517,27517,490990,4,3.5,The Legacy at Jordan Lake,3481,17380,2016,996,141,174,Sold,TMLS,2102500,N,Y,35.7657767,-79.0558766
PAST SALE,August-30-2018,Single Family Residential,5418 Suda Dr,Durham,NC,27703,27703,233000,4,2.5,Meadows Of Pagehurst,1616,5227,2002,631,144,23,Sold,TMLS,2203049,N,Y,35.9253544,-78.8154564
PAST SALE,August-30-2018,Townhouse,117 Zante Currant Rd,Durham,NC,27703,27703,259019,3,2.5,Durham,1625,3049,2018,631,159,132,Sold,TMLS,2170518,N,Y,35.9443413,-78.872175
PAST SALE,August-30-2018,Townhouse,117 Zante Currant Rd,Durham,NC,27703,27703,259019,3,2.5,Durham,1625,3049,2018,631,159,132,Sold,TMLS,2170518,N,Y,35.9443413,-78.872175
PAST SALE,August-30-2018,Single Family Residential,2072 Tanners Mill Dr,Durham,NC,27703,27703,263000,3,2.5,Hanover Pointe,2033,4791,2014,631,129,40,Sold,TMLS,2202468,N,Y,35.9651948,-78.8352782
