,sale.type,sold.dat,property.type,address,city,state,ZIP.OR.POSTAL.CODE,zipcode,price,beds,baths,location,square.feet,lot.size,year.built,days.on.market,dollar.per.square.feet,hoa.per.moth,status,source,mls,favorite,interested,latitude,longitude,census_code,census_mid
1,PAST SALE,May-21-2019,Single Family Residential,4815 Swanns Mill Dr,Durham,NC,27712,27712,245000,4,2.5,Swanns Mill,3104,9583,2006,367,79,47,Sold,TMLS,2247359,N,Y,36.0618844,-78.8737541,370630017081024,37063001708
2,PAST SALE,May-21-2019,Single Family Residential,5218 Greyfield Blvd,Durham,NC,27713,27713,295000,4,2.5,Hope Valley Farms,2140,9583,1997,367,138,25,Sold,TMLS,2242953,N,Y,35.9358969,-78.9286321,370630020241022,37063002024
3,PAST SALE,May-21-2019,Single Family Residential,714 Keystone Park Dr,Morrisville,NC,27560,27560,325700,4,4,Keystone Crossing,2714,6185,2007,367,120,30,Sold,TMLS,2240889,N,Y,35.8704571,-78.8553458,370630020283049,37063002028
4,PAST SALE,May-21-2019,Townhouse,111 Explorer Dr #449,Morrisville,NC,27560,27560,349900,3,3.5,Sterling,2711,4356,2019,367,129,148,Sold,TMLS,2234427,N,Y,35.893,-78.833,370630020283004,37063002028
5,PAST SALE,May-21-2019,Single Family Residential,3408 Alman Dr,Durham,NC,27705-3249,27705,370000,5,3.5,Carillon Forest,2703,12109,2011,367,137,38,Sold,TMLS,2225043,N,Y,35.981349,-78.9892905,370630020171044,37063002017
6,PAST SALE,May-21-2019,Single Family Residential,6 Tulip Tree Ct,Durham,NC,27712,27712,384900,4,3.5,Treyburn,2892,11064,2017,367,133,46,Sold,TMLS,2238024,N,Y,36.1265567,-78.8542997,370630021001096,37063002100
7,PAST SALE,May-21-2019,Single Family Residential,903 Lippincott Rd,Durham,NC,27703,27703,424254,5,3.5,Reserve at Ellis Crossing,3668,5662,2019,367,116,58,Sold,TMLS,2253283,N,Y,35.94797,-78.859025,370630018091029,37063001809
8,PAST SALE,May-22-2018,Townhouse,1725 Tw Alexander Dr #805,Durham,NC,27703,27703,182000,3,2.5,Creekside,1585,1524,2005,731,115,155,Sold,TMLS,2184226,N,Y,35.9231533,-78.8397619,370630020281018,37063002028
9,PAST SALE,May-22-2018,Single Family Residential,12304 N Exeter Way,Durham,NC,27703,27703,240000,3,2.5,Harrington Pines,1780,6534,2002,731,135,18,Sold,TMLS,2185430,N,Y,35.9269019,-78.7564985,370630019002083,37063001900
10,PAST SALE,May-22-2018,Single Family Residential,2 Powder Springs Pl,Durham,NC,27712,27712,298000,4,2.5,Dover Ridge,2376,15333,1999,731,125,13,Sold,TMLS,2193361,N,Y,36.0902552,-78.9275878,370630016032033,37063001603
11,PAST SALE,May-22-2018,Single Family Residential,107 Loblolly Dr,Durham,NC,27712,27712,310000,5,3.5,Treyburn,3248,14374,1996,731,95,46,Sold,TMLS,2169682,N,Y,36.129843,-78.8520218,370630021001031,37063002100
12,PAST SALE,May-22-2018,Single Family Residential,18 St James Ct,Durham,NC,27713,27713,320000,4,3.5,Woodcroft,2200,15376,1984,731,145,18,Sold,TMLS,2186599,N,Y,35.9160567,-78.94672,370630020231003,37063002023
13,PAST SALE,May-22-2018,Single Family Residential,104 Wendover Ln,Durham,NC,27713,27713,415000,5,3.5,Fairfield,3326,12806,1995,731,125,55,Sold,TMLS,2178635,N,Y,35.8825829,-78.9291811,370630020202052,37063002020
14,PAST SALE,May-22-2018,Single Family Residential,112 Springdale Way,Chapel Hill,NC,27517,27517,515000,5,3.5,Meadowmont,3703,11761,2006,731,139,37,Sold,TMLS,2176382,N,Y,35.9159437,-79.0045919,370630020181037,37063002018
15,PAST SALE,May-22-2018,Single Family Residential,420 Bayberry Dr,Chapel Hill,NC,27517,27517,650000,5,4.5,Beechridge,5078,49658,2000,731,128,17,Sold,TMLS,2119465,N,Y,35.8871176,-79.0487257,371350122011014,37135012201
16,PAST SALE,May-22-2018,Single Family Residential,420 Bayberry Dr,Chapel Hill,NC,27517,27517,650000,5,4.5,Beechridge,5078,49658,2000,731,128,17,Sold,TMLS,2119465,N,Y,35.8871176,-79.0487257,371350122011014,37135012201
17,PAST SALE,May-22-2019,Townhouse,1238 Cranebridge Pl,Chapel Hill,NC,27517,27517,232000,3,2.5,Cranebridge,1694,2221,1990,366,137,252,Sold,TMLS,2247428,N,Y,35.900916,-78.99893,370630020193009,37063002019
18,PAST SALE,May-22-2019,Single Family Residential,8 Bluffside Ct,Durham,NC,27712-8701,27712,240000,4,2.5,Vantage Pointe,2608,15681,1994,366,92,32,Sold,TMLS,2237925,N,Y,36.085791,-78.8930921,370630016012007,37063001601
19,PAST SALE,May-22-2019,Single Family Residential,619 Goldflower Dr,Durham,NC,27713,27713,327000,4,2.5,Lyons Farm,2282,8973,2004,366,143,13,Sold,TMLS,2238984,N,Y,35.8774527,-78.9232508,370630020202044,37063002020
20,PAST SALE,May-22-2019,Single Family Residential,6236 Kit Creek Rd,Morrisville,NC,27560-9351,27560,479000,4,3.5,Kitts Creek,3723,10454,2011,366,129,66,Sold,TMLS,2245204,N,Y,35.8633212,-78.8533266,371830536081002,37183053608
21,PAST SALE,May-22-2019,Single Family Residential,422 Bear Tree Crk,Chapel Hill,NC,27517,27517,575000,5,5.5,The Preserve at Jordan Lake,3832,17859,2002,366,150,83,Sold,TMLS,2238384,N,Y,35.7728738,-79.0590767,370370201042016,37037020104
22,PAST SALE,May-22-2019,Single Family Residential,1116 Valley Rose Way,Durham,NC,27712,27712,631936,6,5.5,Valley Springs,4405,34673,2019,366,143,48,Sold,TMLS,2259056,N,Y,36.0520845,-78.956136,370630017074004,37063001707
23,PAST SALE,May-22-2019,Single Family Residential,59 Crooked Creek Ln,Durham,NC,27713,27713,755000,4,3.5,Colvard Farms,4224,37026,2003,366,179,133,Sold,TMLS,2204848,N,Y,35.8610801,-78.9600673,370370207011030,37037020701
24,PAST SALE,May-23-2017,Single Family Residential,3115 Forrestal Dr,Durham,NC,27703,27703,185000,4,2.5,Lynn Hollow,1979,5793,2006,1095,93,20,Sold,TMLS,2121572,N,Y,35.9730004,-78.8410293,370630018071034,37063001807
25,PAST SALE,May-23-2017,Single Family Residential,701 Fanning Way,Durham,NC,27704,27704,205990,4,2.5,Independence Park,2304,8712,2016,1095,89,55,Sold,TMLS,2076307,N,Y,36.0533458,-78.8867164,370630017093008,37063001709
26,PAST SALE,May-23-2017,Townhouse,102 Phantom Ln #260,Durham,NC,27703,27703,212899,3,2.5,Brightleaf,1600,1306,2017,1095,133,165,Sold,TMLS,2104228,N,Y,35.9481355,-78.8135216,370630018082074,37063001808
27,PAST SALE,May-23-2017,Townhouse,102 Phantom Ln #260,Durham,NC,27703,27703,212899,3,2.5,Brightleaf,1600,1306,2017,1095,133,165,Sold,TMLS,2104228,N,Y,35.9481355,-78.8135216,370630018082074,37063001808
28,PAST SALE,May-23-2017,Single Family Residential,1909 Nellora Ln Lot 140,Durham,NC,27703,27703,254435,3,2.5,Brightwood Trails,2148,8581,2017,1095,118,35,Sold,TMLS,2119010,N,Y,35.9652792,-78.7995253,370630018082025,37063001808
29,PAST SALE,May-23-2017,Single Family Residential,2956 Friendship Rd,Durham,NC,27705-5524,27705,266000,4,2,Colony Park,2149,21692,1966,1095,124,21,Sold,TMLS,2123580,N,Y,35.9822639,-78.9673021,370630020172002,37063002017
30,PAST SALE,May-23-2017,Single Family Residential,3100 Mellwood Dr,Durham,NC,27712-3029,27712,280000,4,2.5,Fieldstone by the Eno,2674,10018,1993,1095,105,12,Sold,TMLS,2117728,N,Y,36.0645617,-78.9502116,370630017074024,37063001707
31,PAST SALE,May-23-2017,Single Family Residential,4 Akal Ct,Durham,NC,27713,27713,365000,4,2.5,Fairfield,3286,12632,1995,1095,111,55,Sold,TMLS,2120962,N,Y,35.8825355,-78.9299513,370630020202052,37063002020
32,PAST SALE,May-23-2017,Single Family Residential,313 Millicent Way,Morrisville,NC,27560-7299,27560,413111,5,3.5,Breckenridge,3533,6534,2004,1095,117,40,Sold,TMLS,2120322,N,Y,35.8437802,-78.86748,371830536021058,37183053602
33,PAST SALE,May-23-2018,Townhouse,705 Keystone Park Dr #68,Morrisville,NC,27560,27560,208000,3,2.5,Keystone Crossing,1708,1481,2010,730,122,154,Sold,TMLS,2184037,N,Y,35.8700502,-78.8532753,370630020283049,37063002028
34,PAST SALE,May-23-2018,Single Family Residential,715 Southshore Pkwy,Durham,NC,27703-3925,27703,245000,4,2.5,Grove Park,2196,11804,2003,730,112,52,Sold,TMLS,2185475,N,Y,35.9714208,-78.8174919,370630018081034,37063001808
35,PAST SALE,May-23-2018,Townhouse,200 Suffolk Green Ln,Morrisville,NC,27560,27560,271500,3,3,Shiloh Grove,1790,2613,2010,730,152,126,Sold,TMLS,2184627,N,Y,35.848862,-78.8493899,371830536081026,37183053608
36,PAST SALE,May-23-2018,Single Family Residential,709 Liberty Hill Pass,Morrisville,NC,27560,27560,302500,3,2.5,Cotten Place,1905,3920,2016,730,159,67,Sold,TMLS,2185502,N,Y,35.8244164,-78.8236533,371830536091110,37183053609
37,PAST SALE,May-23-2018,Single Family Residential,111 Huntersville Rd,Morrisville,NC,27560,27560,325000,4,2.5,Breckenridge,1827,5662,2003,730,178,40,Sold,TMLS,2183742,N,Y,35.8428336,-78.8650033,371830536021058,37183053602
38,PAST SALE,May-23-2018,Single Family Residential,1601 Timber Wolf Dr,Durham,NC,27713,27713,421000,4,2.5,Huntington Ridge,3466,11586,2006,730,121,50,Sold,TMLS,2183160,N,Y,35.8921453,-78.9496614,370630020201007,37063002020
39,PAST SALE,May-23-2018,Condo/Co-op,5151 Niagra Dr #57,Chapel Hill,NC,27517,27517,452965,2,2,Villas at Culp Arbor,2134,6969,2018,730,212,150,Sold,TMLS,2171372,N,Y,35.925671,-78.990839,370630020183042,37063002018
40,PAST SALE,May-23-2018,Single Family Residential,113 Pinot Ct,Chapel Hill,NC,27517,27517,476165,2,2,Villas at Culp Arbor,1995,6969,2017,730,239,258,Sold,TMLS,2156949,N,Y,35.9263815,-78.9900689,370630020183042,37063002018
41,PAST SALE,May-23-2019,Single Family Residential,3305 Oriskony Way,Durham,NC,27703,27703,190000,3,2.5,Lynn Hollow,1373,4791,2005,365,138,20,Sold,TMLS,2248405,N,Y,35.971672,-78.842091,370630018071030,37063001807
42,PAST SALE,May-23-2019,Townhouse,711 Keystone Park Dr #100,Morrisville,NC,27560,27560,205000,3,2.5,Keystone Crossing,1327,1698,2011,365,154,154,Sold,TMLS,2250075,N,Y,35.8688173,-78.8525975,370630020283049,37063002028
43,PAST SALE,May-23-2019,Single Family Residential,1002 Summer Mist Ln,Durham,NC,27704,27704,232870,4,2.5,Durham,1680,7405,2019,365,139,40,Sold,TMLS,2222331,N,Y,35.85465,-78.79614,371839801001023,37183980100
44,PAST SALE,May-23-2019,Single Family Residential,21 Eddy Trl,Durham,NC,27703-6294,27703,240000,3,2.5,Foxwood Manor,1956,6098,2012,365,123,37,Sold,TMLS,2247954,N,Y,35.9556445,-78.8719025,370630020271015,37063002027
45,PAST SALE,May-23-2019,Single Family Residential,1711 Shiva Ct,Durham,NC,27703,27703,255000,3,2.5,Meadows Of Pagehurst,2274,6054,2003,365,112,23,Sold,TMLS,2249594,N,Y,35.9237515,-78.8171821,370630020281002,37063002028
46,PAST SALE,May-23-2019,Single Family Residential,1110 Orchard Oriole Ln,Durham,NC,27713,27713,260100,4,2.5,Orchard Lake,1823,4530,2002,365,143,28,Sold,TMLS,2249824,N,Y,35.9458879,-78.9200063,370630020261003,37063002026
47,PAST SALE,May-23-2019,Townhouse,1240 Exchange Pl,Durham,NC,27713,27713,286000,4,3.5,Meridian,2466,2178,2016,365,116,155,Sold,TMLS,2245824,N,Y,35.9102193,-78.905876,370630020272025,37063002027
48,PAST SALE,May-23-2019,Single Family Residential,2 Tulip Tree Ct,Durham,NC,27712,27712,370500,4,3,Treyburn,2668,11064,2014,365,139,46,Sold,TMLS,2246115,N,Y,36.1270036,-78.8545082,370630021001096,37063002100
49,PAST SALE,May-23-2019,Single Family Residential,1021 Talbot Pl,Durham,NC,27703,27703,405844,5,4,Reserve at Ellis Crossing,3216,6969,2019,365,126,58,Sold,TMLS,2251871,N,Y,35.948318,-78.859985,370630018091029,37063001809
50,PAST SALE,May-23-2019,Single Family Residential,125 Old Savannah Dr,Morrisville,NC,27560,27560,421000,4,3.5,Savannah,3292,6098,2004,365,128,55,Sold,TMLS,2242446,N,Y,35.8211538,-78.834287,371830536071068,37183053607
51,PAST SALE,May-23-2019,Single Family Residential,108 Vescova Ln,Morrisville,NC,27560,27560,679900,4,3.5,Preston,3727,12196,1997,365,182,33,Sold,TMLS,2251331,N,Y,35.8040523,-78.8265993,371830535231011,37183053523
52,PAST SALE,May-24-2017,Townhouse,124 Churment Ct,Durham,NC,27703,27703,227885,3,2.5,Durham,1811,2613,2017,1094,126,120,Sold,TMLS,2124958,N,Y,35.946356,-78.8698547,370630020271022,37063002027
53,PAST SALE,May-24-2017,Single Family Residential,2051 October Dr,Durham,NC,27703,27703,232000,3,2.5,Hanover Pointe,1896,4356,2014,1094,122,40,Sold,TMLS,2123355,N,Y,35.9644173,-78.8358683,370630018082041,37063001808
54,PAST SALE,May-24-2017,Townhouse,134 Churment Ct,Durham,NC,27703,27703,234669,3,2.5,Durham,1811,2613,2017,1094,130,120,Sold,TMLS,2116232,N,Y,35.9463784,-78.8702973,370630020271022,37063002027
55,PAST SALE,May-24-2017,Single Family Residential,2231 Tanners Mill Dr,Durham,NC,27703,27703,237000,3,2.5,Hanover Pointe,1984,3920,2013,1094,119,40,Sold,TMLS,2124267,N,Y,35.9654819,-78.8310642,370630018082048,37063001808
56,PAST SALE,May-24-2017,Single Family Residential,1902 Nellora Ln Lot 184,Durham,NC,27703,27703,266865,4,2.5,Brightwood Trails,2382,9801,2017,1094,112,35,Sold,TMLS,2107757,N,Y,35.9656777,-78.8001892,370630018082030,37063001808
57,PAST SALE,May-24-2017,Single Family Residential,330 King Lear Ln,Morrisville,NC,27560-6393,27560,379000,3,3,Sterling,3270,7710,2011,1094,116,55,Sold,TMLS,2119511,N,Y,35.8895071,-78.8300798,370630020283004,37063002028
58,PAST SALE,May-24-2017,Single Family Residential,307 Wellwater Ave,Durham,NC,27703,27703,392000,5,4,Sherron Farms,3726,9408,2017,1094,105,45,Sold,TMLS,2121016,N,Y,35.9675246,-78.7934178,370630018082004,37063001808
59,PAST SALE,May-24-2017,Single Family Residential,109 Tweed Pl,Chapel Hill,NC,27517,27517,650000,4,3.5,The Oaks,3315,18730,1994,1094,196,5,Sold,TMLS,2116439,N,Y,35.9204591,-79.0011716,370630020181033,37063002018
60,PAST SALE,May-24-2017,Single Family Residential,109 Tweed Pl,Chapel Hill,NC,27517,27517,650000,4,3.5,The Oaks,3315,18730,1994,1094,196,5,Sold,TMLS,2116439,N,Y,35.9204591,-79.0011716,370630020181033,37063002018
61,PAST SALE,May-24-2018,Single Family Residential,511 Eastway Ave,Durham,NC,27703,27703,210000,3,2,Eastway,1225,4356,2006,729,171,68,Sold,TMLS,2187391,N,Y,35.990011,-78.883412,370630010011014,37063001001
62,PAST SALE,May-24-2018,Single Family Residential,511 Eastway Ave,Durham,NC,27703,27703,210000,3,2,Eastway,1225,4356,2006,729,171,68,Sold,TMLS,2187391,N,Y,35.990011,-78.883412,370630010011014,37063001001
63,PAST SALE,May-24-2018,Single Family Residential,1808 Carnation Dr,Durham,NC,27703,27703,310000,4,2.5,Magnolia Place,2780,10018,2002,729,112,38,Sold,TMLS,2179942,N,Y,35.9336397,-78.8244829,370630018092003,37063001809
64,PAST SALE,May-24-2018,Single Family Residential,127 Daneborg Rd,Durham,NC,27703,27703,311000,5,3,Orchard Ridge,3332,1089,2011,729,93,49,Sold,TMLS,2177153,N,Y,35.9586439,-78.8258987,370630018082062,37063001808
65,PAST SALE,May-24-2018,Single Family Residential,1149 Pemberly Ave,Morrisville,NC,27560,27560,382000,4,3.5,Kitts Creek,2623,5227,2015,729,146,63,Sold,TMLS,2185783,N,Y,35.8639059,-78.8559805,371830536081002,37183053608
66,PAST SALE,May-24-2018,Single Family Residential,1017 Big Spring Cir,Durham,NC,27703,27703,403000,4,2.5,Brightleaf,3104,8973,2018,729,130,88,Sold,TMLS,2166084,N,Y,35.956285,-78.804803,370630018082069,37063001808
67,PAST SALE,May-24-2018,Single Family Residential,5124 Niagra Dr,Chapel Hill,NC,27517,27517,406895,2,2,Villas at Culp Arbor,1776,6969,2017,729,229,249,Sold,TMLS,2144801,N,Y,35.9268642,-78.9910893,370630020183042,37063002018
68,PAST SALE,May-24-2018,Single Family Residential,7514 Chesley Ln,Durham,NC,27713-7217,27713,409974,5,4,Fairfield,3613,13111,1998,729,113,55,Sold,TMLS,2180154,N,Y,35.887,-78.9250452,370630020202031,37063002020
69,PAST SALE,May-24-2018,Single Family Residential,30143 Walser,Chapel Hill,NC,27517,27517,459900,4,2.5,Governors Park,3465,11979,2001,729,133,89,Sold,TMLS,2184467,N,Y,35.8476833,-79.0280203,370370201031030,37037020103
70,PAST SALE,May-24-2018,Single Family Residential,2314 Greenbrook Ln,Durham,NC,27705,27705,505000,4,3.5,Pleasant Green Woods,2825,50094,2017,729,179,70,Sold,TMLS,2144971,N,Y,36.0502774,-79.0052114,371350109013017,37135010901
71,PAST SALE,May-24-2019,Townhouse,1725 Tw Alexander Dr #503,Durham,NC,27703,27703,195000,3,2.5,Creekside Townhomes,1449,1568,2006,364,135,155,Sold,TMLS,2248526,N,Y,35.9225024,-78.8398693,370630020281018,37063002028
72,PAST SALE,May-24-2019,Single Family Residential,905 Summer Storm Dr,Durham,NC,27704,27704,221000,4,2.5,Summer Meadow,2423,8015,2008,364,91,25,Sold,TMLS,2242648,N,Y,36.0622458,-78.8863184,370630017081028,37063001708
73,PAST SALE,May-24-2019,Townhouse,1007 Denmark Manor Dr,Morrisville,NC,27560-6104,27560,234000,3,2.5,Shiloh Grove,1295,1306,2009,364,181,126,Sold,TMLS,2249165,N,Y,35.8516645,-78.8455869,371830536081033,37183053608
74,PAST SALE,May-24-2019,Single Family Residential,3 White Willow Ct,Durham,NC,27703,27703,285000,4,3,Ravenstone,2561,9278,2011,364,111,24,Sold,TMLS,2244064,N,Y,35.9647984,-78.7908506,370630018082004,37063001808
75,PAST SALE,May-24-2019,Single Family Residential,318 Rondelay Dr,Durham,NC,27703-9222,27703,305000,4,3,Ravenstone,3100,10062,2007,364,98,49,Sold,TMLS,2243074,N,Y,35.9667635,-78.7883056,370630018082004,37063001808
76,PAST SALE,May-24-2019,Single Family Residential,14 Greystone Ct,Durham,NC,27713,27713,315000,4,2.5,Woodcroft,1854,10672,1986,364,170,19,Sold,TMLS,2249949,N,Y,35.9261264,-78.9276816,370630020243003,37063002024
77,PAST SALE,May-24-2019,Single Family Residential,101 Belle Plain Dr,Morrisville,NC,27560,27560,326000,3,2.5,Cotten Place,1910,3920,2016,364,171,72,Sold,TMLS,2246433,N,Y,35.8247275,-78.8238303,371830536091107,37183053609
78,PAST SALE,May-24-2019,Single Family Residential,601 Red Cedar Cir,Durham,NC,27712,27712,330000,5,4,Treyburn,3050,12850,2001,364,108,46,Sold,TMLS,2238191,N,Y,36.1280188,-78.8551401,370630021001032,37063002100
79,PAST SALE,May-24-2019,Single Family Residential,4 Brightfield Ln,Durham,NC,27712,27712,335000,4,2.5,Ashfield Place,2979,10454,2010,364,112,55,Sold,TMLS,2250631,N,Y,36.0920074,-78.9277669,370630016032010,37063001603
80,PAST SALE,May-24-2019,Single Family Residential,1604 Morehead Hill Ct,Durham,NC,27703,27703,345000,4,2.5,Brightleaf,2804,9626,2008,364,123,43,Sold,TMLS,2240555,N,Y,35.9527174,-78.8169166,370630018082066,37063001808
81,PAST SALE,May-24-2019,Single Family Residential,2 Arrowwood Ct,Durham,NC,27712,27712,385000,4,3.5,Treyburn,3711,11891,2004,364,104,46,Sold,TMLS,2243376,N,Y,36.1298362,-78.8526189,370630021001031,37063002100
82,PAST SALE,May-24-2019,Single Family Residential,1 Zumwalt Ct,Durham,NC,27703,27703,397000,4,3.5,Brightleaf,3105,9757,2006,364,128,88,Sold,TMLS,2249291,N,Y,35.9502954,-78.8233325,370630018082065,37063001808
83,PAST SALE,May-24-2019,Single Family Residential,115 Vail Ct,Morrisville,NC,27560,27560,399500,3,2.5,Breckenridge,2663,14374,2001,364,150,40,Sold,TMLS,2249348,N,Y,35.8388576,-78.8613987,371830536021055,37183053602
84,PAST SALE,May-24-2019,Single Family Residential,11524 S Lowell Rd,Bahama,NC,27503,27503,415000,3,2.5,Black Horse Run,3807,49222,2005,364,109,65,Sold,TMLS,2249668,N,Y,36.1806883,-78.8984775,370630021002103,37063002100
85,PAST SALE,May-24-2019,Single Family Residential,103 Mesquite Dr,Durham,NC,27703,27703,460000,6,4,Brightleaf,3811,7840,2015,364,121,88,Sold,TMLS,2230673,N,Y,35.9522707,-78.8094826,370630018082068,37063001808
86,PAST SALE,May-24-2019,Single Family Residential,1480 Legend Oaks Dr #41,Chapel Hill,NC,27517,27517,468165,3,3,Legend Oaks,2630,40859,2019,364,178,46,Sold,TMLS,2208000,N,Y,35.841558,-79.06731,370370201031010,37037020103
87,PAST SALE,May-24-2019,Single Family Residential,303 Bella Rose Dr,Chapel Hill,NC,27517,27517,560000,4,5,Montclair,3614,6098,2019,364,155,66,Sold,TMLS,2237963,N,Y,35.8857328,-78.9918652,370630020192020,37063002019
88,PAST SALE,May-24-2019,Single Family Residential,10427 Morehead,Chapel Hill,NC,27517,27517,710000,5,4.5,Governors Club,5674,72483,1997,364,125,269,Sold,TMLS,2239518,N,Y,35.8395946,-79.0602243,370370201031010,37037020103
89,PAST SALE,May-25-2017,Townhouse,5219 Dilbagh Dr,Durham,NC,27703,27703,183000,3,2.5,Meadows Of Pagehurst,1612,3484,2004,1093,114,93,Sold,TMLS,2120359,N,Y,35.9232001,-78.8139962,370630020281005,37063002028
90,PAST SALE,May-25-2017,Single Family Residential,12425 N Exeter Way,Durham,NC,27703,27703,190000,3,2.5,Harrington Pines,1489,6621,2003,1093,128,18,Sold,TMLS,2113443,N,Y,35.9265311,-78.7588008,370630019002093,37063001900
91,PAST SALE,May-25-2017,Townhouse,209 Hamlet Park Dr,Morrisville,NC,27560,27560,195199,3,2.5,Hamlet in the Park,1340,1306,2003,1093,146,115,Sold,TMLS,2124738,N,Y,35.8468799,-78.8436061,371830536081026,37183053608
92,PAST SALE,May-25-2017,Townhouse,107 Winifred Dr #216,Morrisville,NC,27560,27560,230400,2,2.5,Sterling,1600,2613,2017,1093,144,121,Sold,TMLS,2104104,N,Y,35.8905743,-78.8331841,370630020283005,37063002028
93,PAST SALE,May-25-2017,Townhouse,105 Winifred Dr #217,Morrisville,NC,27560,27560,230400,2,2.5,Sterling,1600,2613,2017,1093,144,121,Sold,TMLS,2104105,N,Y,35.8906258,-78.8331574,370630020283005,37063002028
94,PAST SALE,May-25-2017,Townhouse,50401 Governors Dr,Chapel Hill,NC,27517,27517,240600,3,2.5,Governors Village Townhomes,1620,3049,2002,1093,149,186,Sold,TMLS,2119407,N,Y,35.854239,-79.022861,370370207011103,37037020701
95,PAST SALE,May-25-2017,Single Family Residential,3430 Flat River Dr,Durham,NC,27703,27703,261500,3,2.5,Brightleaf,1994,6098,2016,1093,131,88,Sold,TMLS,2098482,N,Y,35.9530421,-78.8065176,370630018082068,37063001808
96,PAST SALE,May-25-2017,Single Family Residential,18 Barkridge Ct,Durham,NC,27713,27713,274500,4,2.5,Woodcroft,2019,13503,1986,1093,136,17,Sold,TMLS,2114058,N,Y,35.9241255,-78.9467786,370630020242014,37063002024
97,PAST SALE,May-25-2017,Single Family Residential,1907 Nellora Ln Lot 141,Durham,NC,27703,27703,284566,4,2.5,Brightwood Trails,2382,7274,2017,1093,119,35,Sold,TMLS,2107749,N,Y,35.9654555,-78.7996138,370630018082025,37063001808
98,PAST SALE,May-25-2017,Single Family Residential,5204 Longwood Dr,Durham,NC,27713,27713,295000,4,2.5,Hope Valley Farms,2348,11325,1991,1093,126,20,Sold,TMLS,2123121,N,Y,35.9304221,-78.9408484,370630020241015,37063002024
99,PAST SALE,May-25-2017,Single Family Residential,1036 Pemberly Ave,Morrisville,NC,27560,27560,362500,4,3,Kitts Creek,2322,6098,2014,1093,156,61,Sold,TMLS,2122054,N,Y,35.8657138,-78.8564228,371830536081002,37183053608
100,PAST SALE,May-25-2017,Single Family Residential,3 Rencher Ct,Durham,NC,27703,27703,370000,5,3,Brightleaf,3208,9801,2010,1093,115,43,Sold,TMLS,2119736,N,Y,35.9520571,-78.8239741,370630018082064,37063001808
101,PAST SALE,May-25-2017,Single Family Residential,90 Herndon Creek Way,Chapel Hill,NC,27517,27517,371500,4,3,Westfall Village,2979,8712,2016,1093,125,90,Sold,TMLS,2110246,N,Y,35.8190107,-79.0581719,370370201032000,37037020103
102,PAST SALE,May-25-2017,Single Family Residential,3914 Cottonwood Dr,Durham,NC,27705,27705,385000,4,2.5,Garrett Farms,2849,15855,1992,1093,135,49,Sold,TMLS,2120581,N,Y,35.9692208,-78.9889813,370630020173010,37063002017
103,PAST SALE,May-25-2017,Single Family Residential,6 Elam Ct,Durham,NC,27705,27705,395000,4,2.5,Cameron Woods,2638,10890,2001,1093,150,20,Sold,TMLS,2112256,N,Y,35.9762854,-78.9554941,370630020172018,37063002017
104,PAST SALE,May-25-2017,Single Family Residential,306 Kinney Glenn Ct,Durham,NC,27713,27713,419000,5,4,Chamberlynne,3350,11325,2015,1093,125,51,Sold,TMLS,2110052,N,Y,35.9340225,-78.9329566,370630020241022,37063002024
105,PAST SALE,May-25-2017,Single Family Residential,104 Canoe Brook Ct,Durham,NC,27713,27713,428990,4,3,Jordan at Southpoint,2680,11282,2016,1093,160,67,Sold,TMLS,2098007,N,Y,35.870298,-78.9433971,370630020202012,37063002020
106,PAST SALE,May-25-2017,Single Family Residential,101 Black Oak Pl,Chapel Hill,NC,27517,27517,1139000,5,4,The Oaks,4918,36590,1987,1093,232,100,Sold,TMLS,2116387,N,Y,35.9247678,-79.0093639,371350121004006,37135012100
107,PAST SALE,May-25-2018,Single Family Residential,1323 Shiley Dr,Durham,NC,27704,27704,209500,4,2.5,Swanns Mill,2237,6359,2012,728,94,50,Sold,TMLS,2184907,N,Y,36.0617996,-78.8716813,370630017081019,37063001708
108,PAST SALE,May-25-2018,Single Family Residential,101 Roundhouse Ln,Morrisville,NC,27560,27560,280000,4,2.5,Keystone Crossing,2174,4443,2012,728,129,30,Sold,TMLS,2172097,N,Y,35.8684659,-78.853694,370630020283049,37063002028
109,PAST SALE,May-25-2018,Single Family Residential,5601 Running Fox Ln,Durham,NC,27703,27703,282500,4,3,Bennington,2990,12501,2005,728,94,25,Sold,TMLS,2187368,N,Y,35.9309524,-78.7557901,370630019002078,37063001900
110,PAST SALE,May-25-2018,Townhouse,1217 Great Egret Way,Durham,NC,27713,27713,339900,4,3.5,Durham,2662,2613,2018,728,128,110,Sold,TMLS,2158215,N,Y,35.8903576,-78.959149,370630020201003,37063002020
111,PAST SALE,May-25-2018,Townhouse,1004 Garden Square Ln,Morrisville,NC,27560,27560,343000,4,3,The Terraces,2440,3920,2010,728,141,156,Sold,TMLS,2184429,N,Y,35.8308479,-78.8434623,371830536071026,37183053607
112,PAST SALE,May-25-2018,Single Family Residential,2805 Prospect Pkwy,Durham,NC,27703,27703,350000,4,3.5,Brightleaf,3014,6098,2011,728,116,43,Sold,TMLS,2181550,N,Y,35.9531189,-78.8144829,370630018082084,37063001808
113,PAST SALE,May-25-2018,Townhouse,1209 Catch Fly Ln,Durham,NC,27713,27713,395869,4,3.5,Durham,3048,4051,2018,728,130,120,Sold,TMLS,2165102,N,Y,35.9044857,-78.9159768,370630020131000,37063002013
