sale type,sold dat,property type,address,city,state,ZIP OR POSTAL CODE,zipcode,price,beds,baths,location,square feet,lot size,year built,days on market,dollar per square feet,hoa per moth,status,source,mls,favorite,interested,latitude,longitude
PAST SALE,June-29-2017,Single Family Residential,49 Forest View Pl,Durham,NC,27713,27713,990000,5,6,Colvard Farms,6694,34412,2005,1058,148,208,Sold,TMLS,2100208,N,Y,35.8608328,-78.9653471
PAST SALE,June-29-2018,Single Family Residential,2114 Buffalo Way,Durham,NC,27704,27704,166000,4,2,Landon Farms,1796,5227,2003,693,92,14,Sold,TMLS,2195253,N,Y,36.0210494,-78.8492572
PAST SALE,June-29-2018,Townhouse,424 Irving Way #224,Durham,NC,27703,27703,222012,3,2.5,Brightleaf,1600,2613,2018,693,139,170,Sold,TMLS,2166496,N,Y,35.947297,-78.814692
PAST SALE,June-29-2018,Townhouse,424 Irving Way #224,Durham,NC,27703,27703,222012,3,2.5,Brightleaf,1600,2613,2018,693,139,170,Sold,TMLS,2166496,N,Y,35.947297,-78.814692
PAST SALE,June-29-2018,Townhouse,426 Irving Way #225,Durham,NC,27703,27703,223891,3,2.5,Brightleaf,1600,2613,2018,693,140,170,Sold,TMLS,2165969,N,Y,35.947252,-78.814665
PAST SALE,June-29-2018,Townhouse,426 Irving Way #225,Durham,NC,27703,27703,223891,3,2.5,Brightleaf,1600,2613,2018,693,140,170,Sold,TMLS,2165969,N,Y,35.947252,-78.814665
PAST SALE,June-29-2018,Single Family Residential,1446 Clermont Rd,Durham,NC,27713,27713,236000,4,2,Parkwood,1619,15681,1977,693,146,20,Sold,TMLS,2194409,N,Y,35.8909244,-78.9090325
PAST SALE,June-29-2018,Single Family Residential,10 Trescott Dr,Durham,NC,27703,27703,245000,3,2.5,Grove Park,1844,11935,1990,693,133,52,Sold,TMLS,2192373,N,Y,35.9697359,-78.8138634
PAST SALE,June-29-2018,Single Family Residential,1405 Falling Star Way,Durham,NC,27704-4997,27704,245000,4,2.5,Cardinal Lake,2831,9626,2006,693,87,60,Sold,TMLS,2193544,N,Y,36.0138172,-78.8147042
PAST SALE,June-29-2018,Single Family Residential,2225 Tanners Mill Dr,Durham,NC,27703,27703,246000,3,2.5,Hanover Pointe,2007,3963,2012,693,123,40,Sold,TMLS,2194517,N,Y,35.9655057,-78.8314292
PAST SALE,June-29-2018,Single Family Residential,1208 Calvander Ct,Durham,NC,27704,27704,250000,5,2.5,Swanns Mill,3055,9147,2005,693,82,47,Sold,TMLS,2184246,N,Y,36.0594416,-78.8742401
PAST SALE,June-29-2018,Single Family Residential,418 Birchrun Dr,Durham,NC,27712,27712,255000,4,2.5,Madison Glen,2422,7579,2010,693,105,40,Sold,TMLS,2193459,N,Y,36.0963998,-78.9169563
PAST SALE,June-29-2018,Single Family Residential,2045 October Dr,Durham,NC,27703-7824,27703,260000,3,2.5,Hanover Pointe,1892,4617,2014,693,137,40,Sold,TMLS,2184466,N,Y,35.9644258,-78.8355878
PAST SALE,June-29-2018,Single Family Residential,2065 Tanners Mill Dr,Durham,NC,27703,27703,262000,3,2.5,Hanover Pointe,2007,4356,2014,693,131,40,Sold,TMLS,2194498,N,Y,35.9656942,-78.8356763
PAST SALE,June-29-2018,Single Family Residential,112 Judges Bench Ct,Morrisville,NC,27560,27560,325000,4,2.5,Townhall Commons,2144,8276,2003,693,152,39,Sold,TMLS,2190805,N,Y,35.8318754,-78.840056
PAST SALE,June-29-2018,Single Family Residential,139 Singer Way,Morrisville,NC,27560,27560,349000,3,2.5,Twin Lakes,2316,4791,2007,693,151,70,Sold,TMLS,2192071,N,Y,35.8297414,-78.8406311
PAST SALE,June-29-2018,Single Family Residential,504 Mare Ct,Bahama,NC,27503,27503,350000,3,3,Black Horse Run,3025,98663,1994,693,116,59,Sold,TMLS,2195101,N,Y,36.1788733,-78.8925087
PAST SALE,June-29-2018,Single Family Residential,210 Strolling Way,Durham,NC,27707,27707,355000,4,3,Everwood,2426,8668,2012,693,146,45,Sold,TMLS,2194900,N,Y,35.9429432,-78.9715765
PAST SALE,June-29-2018,Single Family Residential,1134 Timbercut Dr,Durham,NC,27703,27703,379280,4,3,Durham,2619,8712,2018,693,145,75,Sold,TMLS,2185253,N,Y,35.926383,-78.776506
PAST SALE,June-29-2018,Single Family Residential,1005 Jewel Stone Ln,Morrisville,NC,27560,27560,380000,5,3,Providence Place,2460,8276,2007,693,154,49,Sold,TMLS,2183868,N,Y,35.8548327,-78.8511585
PAST SALE,June-29-2018,Single Family Residential,218 Pepperwood Way,Durham,NC,27703,27703,386919,4,3.5,Durham,2991,6969,2018,693,129,75,Sold,TMLS,2185267,N,Y,35.927033,-78.777041
PAST SALE,June-29-2018,Single Family Residential,68 Timber Creek Path #220,Chapel Hill,NC,27517,27517,399029,3,3,Pines at Westfall,2365,8276,2018,693,169,109,Sold,TMLS,2180084,N,Y,35.8188106,-79.0573908
PAST SALE,June-29-2018,Single Family Residential,1130 Timbercut Dr,Durham,NC,27703,27703,413034,5,4,Durham,3252,7405,2018,693,127,75,Sold,TMLS,2185225,N,Y,35.926527,-78.776458
PAST SALE,June-29-2018,Single Family Residential,69 Triton Walk Way #16,Chapel Hill,NC,27517,27517,440500,3,2,Legend Oaks,2435,91911,2017,693,181,42,Sold,TMLS,2193253,N,Y,35.85419846,-79.02623749
PAST SALE,June-29-2018,Single Family Residential,204 Kayleen Ct,Durham,NC,27713,27713,455000,4,3,The Oaks at Lyons Farm,3246,6098,2015,693,140,88,Sold,TMLS,2187925,N,Y,35.87744,-78.9253546
PAST SALE,June-29-2018,Single Family Residential,1017 Legend Oaks Dr #13,Chapel Hill,NC,27517,27517,475000,4,3.5,Legend Oaks,2952,46609,2017,693,161,46,Sold,TMLS,2192861,N,Y,35.8414445,-79.0745721
PAST SALE,June-29-2018,Single Family Residential,1411 Capstone Dr,Durham,NC,27713,27713,480000,5,4.5,Jordan at Southpoint,3855,9583,2014,693,125,66,Sold,TMLS,2186940,N,Y,35.8707517,-78.9421048
PAST SALE,June-29-2018,Single Family Residential,717 Adeline Ct,Durham,NC,27713,27713,491412,4,3,Durham,2937,7971,2018,693,167,75,Sold,TMLS,2170790,N,Y,35.8914603,-78.9323241
PAST SALE,June-29-2018,Single Family Residential,119 Bennington Pkwy,Durham,NC,27713,27713,560000,5,4.5,Fairfield,4679,12675,2011,693,120,55,Sold,TMLS,2181581,N,Y,35.8890342,-78.9274762
PAST SALE,June-29-2018,Single Family Residential,70019 Morehead,Chapel Hill,NC,27517,27517,715000,4,5,Governors Club,4692,33105,1998,693,152,244,Sold,TMLS,2173117,N,Y,35.836475,-79.0443554
PAST SALE,June-29-2018,Single Family Residential,134 Turner Ridge Cir,Durham,NC,27713,27713,1055000,5,4.5,Colvard Farms,4540,31798,2015,693,232,133,Sold,TMLS,2167143,N,Y,35.8689709,-78.9496614
PAST SALE,June-3-2019,Condo/Co-op,1010 Kingswood Dr Unit J,Chapel Hill,NC,27517-2751,27517,184000,2,2,Bradford Place,1025,435,1991,354,180,210,Sold,TMLS,2244868,N,Y,35.9026693,-79.0003574
PAST SALE,June-3-2019,Single Family Residential,5829 Shamrock Rd,Durham,NC,27713,27713,223000,4,3,Parkwood,2650,15594,1973,354,84,20,Sold,TMLS,2223507,N,Y,35.8808517,-78.9076967
PAST SALE,June-3-2019,Single Family Residential,15 Fielding Ct,Durham,NC,27703,27703,245000,3,2.5,Ridgefield,2236,6534,2005,354,110,18,Sold,TMLS,2253735,N,Y,36.0052748,-78.8095711
PAST SALE,June-3-2019,Single Family Residential,5104 Timmons Dr,Durham,NC,27713,27713,278000,4,2.5,Parkwood,1985,12632,1975,354,140,20,Sold,TMLS,2248086,N,Y,35.8971789,-78.9137736
PAST SALE,June-3-2019,Single Family Residential,1621 Crystal Creek Dr,Durham,NC,27712,27712,323000,4,2.5,Autumn Ridge,3050,10585,2004,354,106,15,Sold,TMLS,2243946,N,Y,36.0869573,-78.941221
PAST SALE,June-3-2019,Single Family Residential,102 Shalimar Dr,Durham,NC,27713-7568,27713,341000,4,2.5,Lakehurst,2713,10585,1998,354,126,29,Sold,TMLS,2226566,N,Y,35.8936566,-78.9240404
PAST SALE,June-3-2019,Single Family Residential,103 Seagrave Pl,Morrisville,NC,27560,27560,655000,4,3.5,Preston Grande,3249,17859,1998,354,202,33,Sold,TMLS,2243297,N,Y,35.8028511,-78.8199829
PAST SALE,June-30-2017,Single Family Residential,303 Pebble Way,Durham,NC,27703,27703,158000,3,2.5,Stone Hill Estates,1550,7405,1997,1057,102,12,Sold,TMLS,2126710,N,Y,35.9881464,-78.8225361
PAST SALE,June-30-2017,Townhouse,917 Linen Dr,Morrisville,NC,27560,27560,175000,2,2,Carpenter Park,1251,1742,2005,1057,140,125,Sold,TMLS,2127366,N,Y,35.8181257,-78.8419582
PAST SALE,June-30-2017,Townhouse,1231 Cranebridge Pl,Chapel Hill,NC,27517,27517,185000,2,2,Cranebridge,1340,2352,1992,1057,138,252,Sold,TMLS,2127352,N,Y,35.900551,-78.99837
PAST SALE,June-30-2017,Townhouse,220 Standish Dr,Chapel Hill,NC,27517,27517,209000,2,2.5,Colony Lake,1362,1306,1989,1057,153,180,Sold,TMLS,2130317,N,Y,35.9391715,-79.0085115
PAST SALE,June-30-2017,Townhouse,125 Phantom Ln,Durham,NC,27703,27703,217046,3,2.5,Brightleaf,1600,1742,2017,1057,136,170,Sold,TMLS,2131249,N,Y,35.9477891,-78.8143072
PAST SALE,June-30-2017,Townhouse,125 Phantom Ln,Durham,NC,27703,27703,217046,3,2.5,Brightleaf,1600,1742,2017,1057,136,170,Sold,TMLS,2131249,N,Y,35.9477891,-78.8143072
PAST SALE,June-30-2017,Single Family Residential,111 Radcliff Cir,Durham,NC,27713,27713,220000,4,2,Parkwood,1717,13590,1964,1057,128,19,Sold,TMLS,2126035,N,Y,35.8896094,-78.905173
PAST SALE,June-30-2017,Townhouse,204 Churment Ct,Durham,NC,27703,27703,233538,3,2.5,Durham,1694,2613,2017,1057,138,120,Sold,TMLS,2130297,N,Y,35.9464041,-78.8708011
PAST SALE,June-30-2017,Townhouse,207 Mannington Dr,Morrisville,NC,27560,27560,234300,3,2.5,Breckenridge,1501,3049,2000,1057,156,100,Sold,TMLS,2127854,N,Y,35.8412873,-78.8588113
PAST SALE,June-30-2017,Single Family Residential,103 Colchester Ct,Chapel Hill,NC,27517,27517,248000,3,2.5,Colony Lake,1662,3484,1993,1057,149,60,Sold,TMLS,2130240,N,Y,35.9405136,-79.0075754
PAST SALE,June-30-2017,Townhouse,103 Hamlet Pl #220,Morrisville,NC,27560,27560,248400,3,2.5,Sterling,2254,3049,2017,1057,110,121,Sold,TMLS,2105111,N,Y,35.8906539,-78.8345305
PAST SALE,June-30-2017,Townhouse,105 Hamlet Pl #221,Morrisville,NC,27560,27560,258400,3,2.5,Sterling,2254,3049,2017,1057,115,121,Sold,TMLS,2105115,N,Y,35.8894165,-78.8356254
PAST SALE,June-30-2017,Single Family Residential,2653 Magnolia Tree Ln,Durham,NC,27703,27703,259000,3,2.5,Rustica Oaks,2342,5357,2014,1057,111,35,Sold,TMLS,2075143,N,Y,35.9471748,-78.8797298
PAST SALE,June-30-2017,Single Family Residential,7 Bridgeport Dr,Durham,NC,27713,27713,260000,4,2.5,Durham,1756,7448,1992,1057,148,28,Sold,TMLS,2130346,N,Y,35.9218493,-78.9173099
PAST SALE,June-30-2017,Single Family Residential,206 Rosedale Creek Dr,Durham,NC,27703,27703,266000,2,2,Carolina Arbors,1264,5401,2014,1057,210,174,Sold,TMLS,2117615,N,Y,35.927245,-78.7873097
PAST SALE,June-30-2017,Single Family Residential,122 English Ivy Dr,Durham,NC,27703-9441,27703,268000,4,3,Ravenstone,2590,9234,2012,1057,103,49,Sold,TMLS,2129608,N,Y,35.965236,-78.7896999
PAST SALE,June-30-2017,Single Family Residential,1108 San Antonio Blvd,Durham,NC,27703,27703,274900,3,2.5,Brightleaf,2108,7492,2016,1057,130,89,Sold,TMLS,2129012,N,Y,35.9544295,-78.80519
PAST SALE,June-30-2017,Single Family Residential,113 St Ayers Way,Chapel Hill,NC,27517,27517,275000,3,2.5,Colony Lake,1798,6969,1994,1057,153,60,Sold,TMLS,2119670,N,Y,35.9402878,-79.004219
PAST SALE,June-30-2017,Single Family Residential,113 St Ayers Way,Chapel Hill,NC,27517,27517,275000,3,2.5,Colony Lake,1798,6969,1994,1057,153,60,Sold,TMLS,2119670,N,Y,35.9402878,-79.004219
PAST SALE,June-30-2017,Single Family Residential,4 Drysdale Ct,Durham,NC,27713,27713,279900,4,2.5,Durham,1995,9975,1992,1057,140,28,Sold,TMLS,2118657,N,Y,35.922187,-78.9186802
PAST SALE,June-30-2017,Single Family Residential,704 Weathervane Dr,Durham,NC,27703-9642,27703,280000,4,2.5,Ravenstone,3547,10149,2006,1057,79,49,Sold,TMLS,2118538,N,Y,35.969666,-78.7908064
PAST SALE,June-30-2017,Single Family Residential,110 Barden Hills Dr,Durham,NC,27703,27703,286387,4,2.5,Rustica Oaks,2681,6534,2017,1057,107,35,Sold,TMLS,2136934,N,Y,35.9488019,-78.8764574
PAST SALE,June-30-2017,Single Family Residential,1927 Nellora Ln Lot 135,Durham,NC,27703,27703,293220,4,2.5,Brightwood Trails,2382,10323,2017,1057,123,35,Sold,TMLS,2119000,N,Y,35.9640531,-78.8004436
PAST SALE,June-30-2017,Single Family Residential,4912 Bridgewood Dr,Durham,NC,27713,27713,307000,4,3.5,Hope Valley Farms,2826,11238,1994,1057,109,25,Sold,TMLS,2127714,N,Y,35.9362799,-78.9378037
PAST SALE,June-30-2017,Townhouse,1103 Great Egret Way,Durham,NC,27713,27713,330000,4,3.5,Durham,2386,3049,2017,1057,138,110,Sold,TMLS,2115191,N,Y,35.8904201,-78.9581013
PAST SALE,June-30-2017,Single Family Residential,1409 Hemlock Hills Dr,Durham,NC,27703,27703,354500,5,3,Brightleaf,3005,9147,2007,1057,118,43,Sold,TMLS,2117564,N,Y,35.9515613,-78.8220494
PAST SALE,June-30-2017,Single Family Residential,107 Gathering Pl,Durham,NC,27713,27713,372000,4,2.5,Grandale,2826,10410,2010,1057,132,41,Sold,TMLS,2132073,N,Y,35.8814915,-78.922791
PAST SALE,June-30-2017,Single Family Residential,2904 Homebrook Ln,Cary,NC,27560,27560,375900,3,2.5,Providence Place,2351,11761,2009,1057,160,49,Sold,TMLS,2128104,N,Y,35.8564849,-78.8517336
PAST SALE,June-30-2017,Single Family Residential,1801 Round Rock Blvd,Durham,NC,27703,27703,379900,4,3.5,Brightleaf,3055,10018,2009,1057,124,43,Sold,TMLS,2118960,N,Y,35.9551313,-78.8184653
PAST SALE,June-30-2017,Single Family Residential,30152 Walser,Chapel Hill,NC,27517-8063,27517,450000,3,3,Governors Park,3159,20211,2001,1057,142,85,Sold,TMLS,2121009,N,Y,35.8477413,-79.0295656
PAST SALE,June-30-2017,Single Family Residential,1103 Capstone Dr,Durham,NC,27713,27713,482990,4,3.5,Jordan at Southpoint,3785,9016,2017,1057,128,67,Sold,TMLS,2112622,N,Y,35.871869,-78.9361063
PAST SALE,June-30-2017,Single Family Residential,1141 Legend Oaks Dr,Chapel Hill,NC,27517,27517,495000,5,4.5,Legend Oaks,4289,48000,2016,1057,115,46,Sold,TMLS,2051628,N,Y,35.8392601,-79.08920288
PAST SALE,June-30-2017,Single Family Residential,189 Rolling Meadows Ln,Chapel Hill,NC,27517,27517,550990,6,5.5,The Legacy at Jordan Lake,5508,37026,2016,1057,100,174,Sold,TMLS,2052783,N,Y,35.7643134,-79.0573774
PAST SALE,June-30-2017,Single Family Residential,604 Meadowmont Ln,Chapel Hill,NC,27517,27517,875000,4,5,Meadowmont,5038,23086,2005,1057,174,40,Sold,TMLS,2120695,N,Y,35.9135673,-79.0057647
PAST SALE,June-30-2017,Single Family Residential,24 Wafting Ln,Chapel Hill,NC,27517,27517,1018500,4,5.5,Windfall,4246,166399,2017,1057,240,60,Sold,TMLS,2036481,N,Y,35.754448,-79.062595
PAST SALE,June-30-2018,Single Family Residential,221 Macy Grove Dr,Chapel Hill,NC,27517,27517,375105,4,2.5,Durham,2406,4356,2018,692,156,60,Sold,TMLS,2178223,N,Y,35.911565,-78.992776
PAST SALE,June-4-2018,Single Family Residential,4234 Lazyriver Dr,Durham,NC,27712,27712,210000,4,2.5,Eno Trace,1737,9060,1999,718,121,30,Sold,TMLS,2189368,N,Y,36.0770478,-78.8943214
PAST SALE,June-4-2018,Single Family Residential,106 Ledford Ct,Durham,NC,27713,27713,336000,4,3,Fairfield,2347,15246,1991,718,143,55,Sold,TMLS,2187030,N,Y,35.8820001,-78.9274167
PAST SALE,June-4-2018,Single Family Residential,1221 Somers Dr,Morrisville,NC,27560,27560,400000,4,3.5,Kitts Creek,2904,6969,2012,718,138,63,Sold,TMLS,2179927,N,Y,35.8628356,-78.8625265
PAST SALE,June-4-2018,Single Family Residential,1221 Somers Dr,Morrisville,NC,27560,27560,400000,4,3.5,Kitts Creek,2904,6969,2012,718,138,63,Sold,TMLS,2179927,N,Y,35.8628356,-78.8625265
PAST SALE,June-4-2019,Single Family Residential,301 Burrell Rd,Durham,NC,27703,27703,230000,3,2.5,Gatewood Forest,1656,12850,2002,353,139,28,Sold,TMLS,2252456,N,Y,35.9903918,-78.8191733
PAST SALE,June-4-2019,Single Family Residential,11 Pinestraw Way,Durham,NC,27713-9176,27713,335000,4,2.5,Auburn Trace,2382,11761,2002,353,141,42,Sold,TMLS,2248574,N,Y,35.9186455,-78.9176635
PAST SALE,June-4-2019,Single Family Residential,3704 Kilgo Dr,Durham,NC,27705-7382,27705,358000,4,2.5,Carillon Forest,2334,10454,2009,353,153,38,Sold,TMLS,2225407,N,Y,35.9823277,-78.9889044
PAST SALE,June-4-2019,Single Family Residential,6200 Kit Creek Rd,Morrisville,NC,27560,27560,466500,5,4,Kitts Creek,3347,10018,2014,353,139,66,Sold,TMLS,2249586,N,Y,35.8646395,-78.8521324
PAST SALE,June-4-2019,Single Family Residential,4707 Sycamore Shoals Rd,Durham,NC,27705,27705,520900,4,4,Colony at American Village,3853,17772,2006,353,135,22,Sold,TMLS,2249325,N,Y,36.0247135,-78.9745806
PAST SALE,June-4-2019,Single Family Residential,9 Hopewell Dr,Durham,NC,27705,27705,869000,5,5.5,Hopewell,4100,20037,2008,353,212,40,Sold,TMLS,2240871,N,Y,35.9770638,-78.9761268
PAST SALE,June-4-2019,Single Family Residential,32525 Archdale,Chapel Hill,NC,27517,27517,1650000,4,6,Highland Pond,7300,108900,2007,353,226,269,Sold,TMLS,2246803,N,Y,35.8401898,-79.0538682
PAST SALE,June-5-2017,Townhouse,3125 Courtney Creek Blvd,Durham,NC,27713,27713,158500,4,3.5,Wynterfield,1948,1437,2008,1082,81,80,Sold,TMLS,2100757,N,Y,35.944763,-78.888532
PAST SALE,June-5-2017,Single Family Residential,505 Magna Dr,Durham,NC,27703,27703,188900,3,2.5,Ridgefield,2236,5706,2005,1082,84,18,Sold,TMLS,2122461,N,Y,36.0064843,-78.811496
PAST SALE,June-5-2017,Single Family Residential,521 Pebblestone Dr,Durham,NC,27703,27703,193000,3,2.5,Ridgefield,1879,8712,2006,1082,103,18,Sold,TMLS,2125166,N,Y,36.0074226,-78.8114296
PAST SALE,June-5-2017,Townhouse,103 Navan Glass Dr,Durham,NC,27703,27703,230000,3,2.5,Durham,1546,4486,2017,1082,149,120,Sold,TMLS,2131535,N,Y,35.9456951,-78.8704364
PAST SALE,June-5-2017,Single Family Residential,209 Dogwood Blossoms Dr,Durham,NC,27703,27703,272000,3,2.5,Rustica Oaks,2354,6272,2016,1082,116,35,Sold,TMLS,2089109,N,Y,35.9480704,-78.8767228
PAST SALE,June-5-2017,Townhouse,311 View Dr,Morrisville,NC,27560,27560,299000,2,2.5,Wake,1837,2178,2016,1082,163,135,Sold,TMLS,2112644,N,Y,35.8144774,-78.8176095
PAST SALE,June-5-2017,Townhouse,449 Manchester Park Ln,Morrisville,NC,27560,27560,307000,3,2.5,Manchester Park,1900,2613,2012,1082,162,105,Sold,TMLS,2123806,N,Y,35.831625,-78.85953
PAST SALE,June-5-2017,Single Family Residential,11 Gatesway Ct,Durham,NC,27707,27707,350000,4,2.5,Garrett Farms,2492,21649,1991,1082,140,49,Sold,TMLS,2125426,N,Y,35.968567,-78.982564
PAST SALE,June-5-2017,Single Family Residential,4 Bonsack Ct,Durham,NC,27703,27703,405667,4,3.5,The Glen,2854,17075,2017,1082,142,88,Sold,TMLS,2102721,N,Y,35.9503298,-78.8304116
PAST SALE,June-5-2017,Single Family Residential,896 Legacy Falls Dr,Chapel Hill,NC,27517,27517,440205,3,3,The Legacy at Jordan Lake,3013,10890,2016,1082,146,174,Sold,TMLS,2086590,N,Y,35.7601719,-79.0618353
PAST SALE,June-5-2017,Single Family Residential,3 Springhouse Pl #221,Durham,NC,27705,27705,828780,5,4,Croasdaile Farm,3829,54014,2017,1082,216,39,Sold,TMLS,2104981,N,Y,36.0544833,-78.9441597
PAST SALE,June-5-2018,Single Family Residential,5005 Belleflower Dr,Durham,NC,27703,27703,275000,4,2.5,Magnolia Place,2195,9234,2003,717,125,37,Sold,TMLS,2187520,N,Y,35.9327276,-78.8218171
PAST SALE,June-5-2018,Single Family Residential,5005 Belleflower Dr,Durham,NC,27703,27703,275000,4,2.5,Magnolia Place,2195,9234,2003,717,125,37,Sold,TMLS,2187520,N,Y,35.9327276,-78.8218171
PAST SALE,June-5-2018,Single Family Residential,9 Trillium Ct,Durham,NC,27712-8739,27712,319900,4,3,Treyburn,2263,13198,2010,717,141,46,Sold,TMLS,2173528,N,Y,36.1265577,-78.8509602
PAST SALE,June-5-2018,Single Family Residential,1220 Hemby Ridge Ln,Morrisville,NC,27560,27560,375900,3,2.5,Kitts Creek,2474,12632,2015,717,152,63,Sold,TMLS,2188928,N,Y,35.8640817,-78.8538132
PAST SALE,June-5-2018,Single Family Residential,137 Shadow Hawk Dr,Durham,NC,27713,27713,405000,5,3,Chamberlynne,2950,9147,2015,717,137,51,Sold,TMLS,2180282,N,Y,35.9313911,-78.9301943
PAST SALE,June-5-2018,Single Family Residential,912 Delaronde Ln,Morrisville,NC,27560,27560,450000,5,4,McCrimmon at the Park,3750,6969,2008,717,120,59,Sold,TMLS,2185508,N,Y,35.8359694,-78.8662859
PAST SALE,June-5-2018,Single Family Residential,6403 Cabin Branch Dr,Durham,NC,27712,27712,450000,5,4,Treyburn Forest,3139,16422,2012,717,143,46,Sold,TMLS,2184400,N,Y,36.1079645,-78.8728754
PAST SALE,June-5-2018,Single Family Residential,130 Nottingham Dr,Chapel Hill,NC,27517,27517,1653000,6,7,The Oaks,8605,66211,1998,717,192,6,Sold,TMLS,2170569,N,Y,35.929663,-79.004112
PAST SALE,June-5-2019,Single Family Residential,118 Glenview Ln,Durham,NC,27703,27703,265000,3,2.5,Ashton Hall,2114,5662,2013,352,125,60,Sold,TMLS,2245027,N,Y,35.962278,-78.8292613
PAST SALE,June-5-2019,Single Family Residential,1707 Magnolia Oak Pl,Durham,NC,27703,27703,290000,4,2.5,Magnolia Place,2447,7230,2003,352,119,40,Sold,TMLS,2247379,N,Y,35.9326964,-78.8224918
PAST SALE,June-5-2019,Townhouse,1009 Brennan Green Ct #2,Morrisville,NC,27560,27560,321990,3,2.5,Wake,2323,261,2018,352,139,145,Sold,TMLS,2200485,N,Y,35.8665356,-78.8508067
PAST SALE,June-5-2019,Single Family Residential,1014 Lakeview Rd,Durham,NC,27712,27712,330000,4,2.5,Ashfield Place,2847,10018,2007,352,116,55,Sold,TMLS,2254046,N,Y,36.096853,-78.928695
PAST SALE,June-5-2019,Single Family Residential,914 Celia Saxon Dr Lot 277,Durham,NC,27713,27713,461000,4,3,Durham,2432,3484,2019,352,190,115,Sold,TMLS,2221325,N,Y,35.876534,-78.951385
PAST SALE,June-5-2019,Single Family Residential,802 Adeline Ct,Durham,NC,27713,27713,515000,4,3.5,Durham,3042,6185,2019,352,169,75,Sold,TMLS,2226570,N,Y,35.8919112,-78.9332249
PAST SALE,June-5-2019,Single Family Residential,102 Turnstone Dr,Durham,NC,27703,27703,570000,4,3.5,Carolina Arbors,3300,7927,2016,352,173,193,Sold,TMLS,2243449,N,Y,35.9371959,-78.7937054
PAST SALE,June-6-2017,Townhouse,2204 Historic Cir,Morrisville,NC,27560,27560,265000,3,2.5,The Townes,1711,3049,2013,1081,155,150,Sold,TMLS,2117124,N,Y,35.8665784,-78.8521769
PAST SALE,June-6-2017,Single Family Residential,5106 Bridgewood Dr,Durham,NC,27713,27713,275000,4,2.5,Stonebridge,2013,10236,1998,1081,137,25,Sold,TMLS,2120343,N,Y,35.9346465,-78.9405401
PAST SALE,June-6-2017,Single Family Residential,1009 Byram Rd Lot 144,Durham,NC,27703,27703,275990,4,2.5,Brightwood Trails,2382,7318,2017,1081,116,35,Sold,TMLS,2116256,N,Y,35.9658964,-78.7998351
PAST SALE,June-6-2017,Single Family Residential,203 Willingham Rd,Morrisville,NC,27560,27560,288000,4,2.5,Breckenridge,1980,5227,2002,1081,145,40,Sold,TMLS,2120731,N,Y,35.8413908,-78.8648706
PAST SALE,June-6-2017,Single Family Residential,4 Scenic Ct,Durham,NC,27713,27713,314500,4,2.5,Grandale Place,2419,14592,2002,1081,130,20,Sold,TMLS,2125126,N,Y,35.8890403,-78.9174516
