,sale.type,sold.dat,property.type,address,city,state,ZIP.OR.POSTAL.CODE,zipcode,price,beds,baths,location,square.feet,lot.size,year.built,days.on.market,dollar.per.square.feet,hoa.per.moth,status,source,mls,favorite,interested,latitude,longitude,census_code,census_mid
98,PAST SALE,April-15-2020,Single Family Residential,102 Emerald Cir,Durham,NC,27713,27713,259900,4,2.5,Parkwood,1886,12632,1963,37,138,20,Sold,TMLS,2303267,N,Y,35.8962182,-78.9056076,370630020132011,37063002013
99,PAST SALE,April-15-2020,Single Family Residential,216 Lick Creek Ln,Durham,NC,27703,27703,324900,4,2.5,Grove Park,3139,9757,2005,37,104,52,Sold,TMLS,2304022,N,Y,35.9776229,-78.808863,370630018081010,37063001808
100,PAST SALE,April-15-2020,Single Family Residential,9803 Colt Dr,Bahama,NC,27503,27503,325000,4,2.5,Black Horse Run,2665,51531,1987,37,122,65,Sold,TMLS,2299610,N,Y,36.1716175,-78.897129,370630021002107,37063002100
101,PAST SALE,April-15-2020,Townhouse,5220 Jessip St #5,Morrisville,NC,27560,27560,344920,4,3,Page Park,2317,4356,2020,37,149,143,Sold,TMLS,2278288,N,Y,35.8887094,-78.8313658,370630020283004,37063002028
102,PAST SALE,April-15-2020,Single Family Residential,313 Mainline Sta,Morrisville,NC,27560,27560,355000,4,3.5,Keystone Crossing,2962,5227,2010,37,120,30,Sold,TMLS,2307298,N,Y,35.8677725,-78.8550517,370630020283060,37063002028
103,PAST SALE,April-15-2020,Single Family Residential,1113 Somers Dr,Morrisville,NC,27560,27560,356000,4,2.5,Kitts Creek,2744,4791,2009,37,130,66,Sold,TMLS,2277560,N,Y,35.8627359,-78.8611223,371830536081002,37183053608
104,PAST SALE,April-15-2020,Single Family Residential,2001 Golden Belt Pkwy,Durham,NC,27703,27703,401000,4,3.5,Brightleaf,3118,11761,2012,37,129,88,Sold,TMLS,2295113,N,Y,35.9523509,-78.8300134,370630018082093,37063001808
105,PAST SALE,April-15-2020,Single Family Residential,12 Gatesway Ct,Durham,NC,27707,27707,410000,4,2.5,Garrett Farms,2600,14810,1991,37,158,55,Sold,TMLS,2307729,N,Y,35.9691509,-78.982463,370630020173027,37063002017
106,PAST SALE,April-15-2020,Single Family Residential,3812 Cottonwood Dr,Durham,NC,27705,27705,455000,4,2.5,Garrett Farms,3004,20908,1989,37,151,53,Sold,TMLS,2305612,N,Y,35.9700336,-78.9858105,370630020173023,37063002017
107,PAST SALE,April-15-2020,Single Family Residential,5314 Sutteridge Ct,Durham,NC,27713,27713,475000,4,3.5,Grandale,3370,12501,2007,37,141,41,Sold,TMLS,2302279,N,Y,35.8864932,-78.9182382,370630020202032,37063002020
108,PAST SALE,April-15-2020,Single Family Residential,1310 Bradburn Dr,Durham,NC,27713,27713,556650,4,3,Durham,2752,4791,2019,37,202,115,Sold,TMLS,2281133,N,Y,35.879492,-78.955771,370630020201018,37063002020
109,PAST SALE,April-15-2020,Single Family Residential,212 Bend Dr,Durham,NC,27713,27713,649999,5,4,The Hills at Southpoint,4711,9408,2013,37,138,75,Sold,TMLS,2297670,N,Y,35.8856428,-78.941221,370630020202019,37063002020
110,PAST SALE,April-15-2020,Single Family Residential,77014 Miller,Chapel Hill,NC,27517,27517,890000,5,5.5,Wilkinson Park,6062,21780,2003,37,147,278,Sold,TMLS,2299310,N,Y,35.8330278,-79.0437153,370370201031023,37037020103
111,PAST SALE,April-16-2018,Townhouse,205 Blithe Pl #13,Morrisville,NC,27560-7772,27560,175000,3,2,Carpenter Park,1416,2178,2005,767,124,137,Sold,TMLS,2175637,N,Y,35.8176075,-78.8427104,371830536071087,37183053607
112,PAST SALE,April-16-2018,Single Family Residential,5425 Pageford Dr,Durham,NC,27703,27703,212000,3,2,Pagehurst,1648,8755,1999,767,129,32,Sold,TMLS,2177634,N,Y,35.924661,-78.818883,370630020281010,37063002028
