SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,August-6-2019,Single Family Residential,448 Valleymede Dr,Durham,NC,27713,450000,4,2.5,Southampton,3707,12371,2008,290,121,35,Sold,,,http://www.redfin.com/NC/Durham/448-Valleymede-Dr-27713/home/43607580,TMLS,2256808,N,Y,35.8793973,-78.9317892
PAST SALE,November-17-2017,Single Family Residential,5404 Centerville Ln,Durham,NC,27713,425000,5,4.0,Grandale,3626,12153,2009,917,117,41,Sold,,,http://www.redfin.com/NC/Durham/5404-Centerville-Ln-27713/home/43607386,TMLS,2141711,N,Y,35.8853862,-78.9226142
PAST SALE,May-31-2019,Single Family Residential,206 Rockywalk Ct,Durham,NC,27713,437500,5,3.0,Southampton,3296,15942,2008,357,133,35,Sold,,,http://www.redfin.com/NC/Durham/206-Rockywalk-Ct-27713/home/43609344,TMLS,2250953,N,Y,35.8798905,-78.9328584
PAST SALE,April-30-2020,Single Family Residential,513 Valleymede Dr,Durham,NC,27713,425000,5,4.0,Southampton,3245,10715,2011,22,131,37,Sold,,,http://www.redfin.com/NC/Durham/513-Valleymede-Dr-27713/home/43610618,TMLS,2308328,N,Y,35.8809596,-78.9322274
PAST SALE,August-18-2017,Single Family Residential,213 Bend Dr,Durham,NC,27713,435000,4,2.5,The Hills at Southpoint,3184,12196,2009,1008,137,75,Sold,,,http://www.redfin.com/NC/Durham/213-S-Bend-Dr-27713/home/43609147,TMLS,2107869,N,Y,35.8860203,-78.9416629
PAST SALE,November-21-2017,Single Family Residential,114 Filigree Way,Durham,NC,27713,481703,5,4.5,Jordan at Southpoint,3679,9147,2017,913,131,67,Sold,,,http://www.redfin.com/NC/Durham/114-Filigree-Way-27713/home/109463324,TMLS,2161843,N,Y,35.867266,-78.938205
PAST SALE,July-28-2017,Single Family Residential,113 Swift Creek Xing,Durham,NC,27713,602000,5,4.0,The Hills at Southpoint,3998,11325,2017,1029,151,77,Sold,,,http://www.redfin.com/NC/Durham/113-Swift-Creek-Xing-27713/home/43611549,TMLS,2111338,N,Y,35.8800983,-78.945375
PAST SALE,May-25-2017,Single Family Residential,104 Canoe Brook Ct,Durham,NC,27713,428990,4,3.0,Jordan at Southpoint,2680,11282,2016,1093,160,67,Sold,,,http://www.redfin.com/NC/Durham/104-Canoe-Brook-Ct-27713/home/103501736,TMLS,2098007,N,Y,35.870298,-78.9433971
PAST SALE,July-6-2017,Single Family Residential,8008 Rosemont Pkwy,Durham,NC,27713,465100,4,3.5,Fairfield,3065,6969,2014,1051,152,55,Sold,,,http://www.redfin.com/NC/Durham/8008-Rosemont-Pkwy-27713/home/57176235,TMLS,2128813,N,Y,35.878622,-78.927211
PAST SALE,August-31-2017,Single Family Residential,715 Adeline Ct,Durham,NC,27713,439719,5,3.0,Durham,2776,7971,2017,995,158,,Sold,,,http://www.redfin.com/NC/Durham/715-Adeline-Ct-27713/home/113613850,TMLS,2118989,N,Y,35.8914995,-78.9321002
