SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,November-9-2018,Single Family Residential,700 Tinkerbell Rd,Chapel Hill,NC,27517,370000,4,3.0,Colony Woods,2396,18295,1962,560,154,,Sold,,,http://www.redfin.com/NC/Chapel-Hill/700-Tinkerbell-Rd-27517/home/44415152,TMLS,2214629,N,Y,35.9297424,-79.0116638
PAST SALE,June-19-2019,Single Family Residential,602 Churchill Dr,Chapel Hill,NC,27517,395000,4,3.0,Briarcliff,2648,16117,1967,338,149,,Sold,,,http://www.redfin.com/NC/Chapel-Hill/602-Churchill-Dr-27517/home/44414561,TMLS,2255405,N,Y,35.9318365,-79.0151268
PAST SALE,April-26-2019,Single Family Residential,1334 Daventry Ct,Chapel Hill,NC,27517,390000,4,2.5,Downing Creek,2526,10149,1990,392,154,35,Sold,,,http://www.redfin.com/NC/Chapel-Hill/1334-Daventry-Ct-27517/home/43550407,TMLS,2244417,N,Y,35.8951251,-78.9973535
PAST SALE,,Condo/Co-op,131 Meadowmont Village Cir #100,Chapel Hill,NC,27517,362000,2,2.0,,1567,,2001,,231,,,,,http://www.redfin.com/NC/Chapel-Hill/131-Meadowmont-Village-Cir-27517/unit-100/home/44417660,,,N,Y,35.9071385,-79.0102582
PAST SALE,,Condo/Co-op,631 Meadowmont Village Cir #600,Chapel Hill,NC,27517,362000,2,2.0,,1567,,2001,,231,,,,,http://www.redfin.com/NC/Chapel-Hill/631-Meadowmont-Village-Cir-27517/unit-600/home/44409179,,,N,Y,35.9055348,-79.010257
PAST SALE,September-13-2018,Single Family Residential,78 Timber Creek Path #221,Chapel Hill,NC,27517,360000,3,3.0,Pines at Westfall,2600,7927,2018,617,138,109,Sold,,,http://www.redfin.com/NC/Chapel-Hill/78-Timber-Creek-Path-27517/unit-221/home/161195998,TMLS,2192914,N,Y,35.818703,-79.0572727
PAST SALE,June-25-2018,Townhouse,2 Abernathy Dr Unit N/A,Chapel Hill,NC,27517,350000,3,2.5,Abernathy Place,2030,3484,2006,697,172,200,Sold,,,http://www.redfin.com/NC/Chapel-Hill/2-Abernathy-Dr-27517/unit-N-A/home/161378401,TMLS,2164333,N,Y,35.8935299,-79.0028057
PAST SALE,May-31-2018,Condo/Co-op,5122 Niagra Dr #75,Chapel Hill,NC,27517,383260,2,2.0,Villas at Culp Arbor,1639,6969,2018,722,234,258,Sold,,,http://www.redfin.com/NC/Chapel-Hill/5122-Niagra-Dr-27517/unit-75/home/161379223,TMLS,2169027,N,Y,35.9250772,-78.9910007
PAST SALE,May-24-2018,Single Family Residential,7011 Falconbridge Rd,Chapel Hill,NC,27517,387000,3,2.5,Falconbridge,2002,18295,1996,729,193,,Sold,,,http://www.redfin.com/NC/Chapel-Hill/7011-Falconbridge-Rd-27517/home/43551185,TMLS,2181661,N,Y,35.9050218,-78.9899417
PAST SALE,February-28-2018,Single Family Residential,307 Crossland Dr,Chapel Hill,NC,27517,350607,3,2.5,Durham,1831,4486,2018,814,191,68,Sold,,,http://www.redfin.com/NC/Chapel-Hill/307-Crossland-Dr-27517/home/145140119,TMLS,2162432,N,Y,35.9110326,-78.9934317
PAST SALE,,Condo/Co-op,519 Cedar Club Cir #109,Chapel Hill,NC,27517,365000,2,2.0,,1721,,2005,,212,,,,,http://www.redfin.com/NC/Chapel-Hill/519-Cedar-Club-Cir-27517/unit-109/home/43598298,,,N,Y,35.90642,-79.0073186
PAST SALE,August-13-2018,Single Family Residential,413 Tinkerbell Rd,Chapel Hill,NC,27514,360000,4,2.5,Colony Woods,2042,14374,1966,648,176,,Sold,,,http://www.redfin.com/NC/Chapel-Hill/413-Tinkerbell-Rd-27517/home/44414204,TMLS,2197756,N,Y,35.9351977,-79.0114615
PAST SALE,April-27-2020,Single Family Residential,908 Legacy Falls Dr,Chapel Hill,NC,27517,390000,3,2.5,The Legacy at Jordan Lake,2746,11325,2017,25,142,174,Sold,,,http://www.redfin.com/NC/Chapel-Hill/908-Legacy-Falls-Dr-S-27517/home/109650159,TMLS,2274461,N,Y,35.7602319,-79.0615705
PAST SALE,June-19-2017,Condo/Co-op,531 Meadowmont Village Cir #531,Chapel Hill,NC,27517,360000,2,2.0,Meadowmont,1544,,2001,1068,233,337,Sold,,,http://www.redfin.com/NC/Chapel-Hill/531-Meadowmont-Village-Cir-27517/unit-531/home/161182024,TMLS,2083749,N,Y,35.9053772,-79.0108506
PAST SALE,June-29-2018,Single Family Residential,68 Timber Creek Path #220,Chapel Hill,NC,27517,399029,3,3.0,Pines at Westfall,2365,8276,2018,693,169,109,Sold,,,http://www.redfin.com/NC/Chapel-Hill/68-Timber-Creek-Path-27517/unit-220/home/161377400,TMLS,2180084,N,Y,35.8188106,-79.0573908
PAST SALE,July-10-2018,Single Family Residential,50005 Brogden,Chapel Hill,NC,27517,400000,3,3.5,Morehead Forest,2550,10890,1995,682,157,244,Sold,,,http://www.redfin.com/NC/Chapel-Hill/50005-Brogden-27517/home/41365063,TMLS,2075257,N,Y,35.836695,-79.0366738
PAST SALE,January-31-2020,Single Family Residential,703 Churchill Dr,Chapel Hill,NC,27517,360000,3,2.0,Briarcliff,2120,15246,1969,112,170,,Sold,,,http://www.redfin.com/NC/Chapel-Hill/703-Churchill-Dr-27517/home/44414076,TMLS,2255353,N,Y,35.9292755,-79.0135517
PAST SALE,February-5-2019,Single Family Residential,1789 Dunmore Pl,Chapel Hill,NC,27517,377500,3,2.5,Downing Creek,2746,8058,1988,472,137,35,Sold,,,http://www.redfin.com/NC/Chapel-Hill/1789-Dunmore-Pl-27517/home/43550254,TMLS,2215146,N,Y,35.8993251,-78.9968337
PAST SALE,,Single Family Residential,6811 Huntingridge Rd,Chapel Hill,NC,27517,358500,3,2.0,,2389,26702,1987,,150,,,,,http://www.redfin.com/NC/Chapel-Hill/6811-Huntingridge-Rd-27517/home/43551200,,,N,Y,35.9008182,-78.9833715
PAST SALE,March-28-2018,Single Family Residential,215 Macy Grove Dr,Chapel Hill,NC,27517,399985,4,2.5,Durham,2400,4791,2018,786,167,60,Sold,,,http://www.redfin.com/NC/CHAPEL-HILL/215-MACY-GRV-27517/home/144822890,TMLS,2171432,N,Y,35.911528,-78.992314
PAST SALE,March-22-2019,Single Family Residential,6805 Knotty Pine Dr,Chapel Hill,NC,27517-8660,397500,4,3.5,Falconbridge South,2651,27007,1987,427,150,,Sold,,,http://www.redfin.com/NC/Chapel-Hill/6805-Knotty-Pine-Dr-27517/home/43551225,TMLS,2217271,N,Y,35.9004281,-78.9814278
PAST SALE,February-28-2019,Single Family Residential,1801 Fountain Ridge Rd,Chapel Hill,NC,27517,378800,4,3.0,Colony Woods,2644,13503,1960,449,143,,Sold,,,http://www.redfin.com/NC/Chapel-Hill/1801-Fountain-Ridge-Rd-27517/home/44414361,TMLS,2230928,N,Y,35.936941,-79.0089444
PAST SALE,,Condo/Co-op,622 Cedar Club Cir #202,Chapel Hill,NC,27517,400000,2,2.0,,1584,,2003,,253,,,,,http://www.redfin.com/NC/Chapel-Hill/622-Cedar-Club-Cir-27517/unit-202/home/43598537,,,N,Y,35.9073796,-79.0062969
PAST SALE,,Condo/Co-op,742 Cedar Club Cir #402,Chapel Hill,NC,27517,360000,2,2.0,,1584,,2005,,227,,,,,http://www.redfin.com/NC/Chapel-Hill/742-Cedar-Club-Cir-27517/unit-402/home/43602919,,,N,Y,35.9065373,-79.0079531
PAST SALE,January-31-2020,Single Family Residential,919 S Legacy Falls Dr,Chapel Hill,NC,27517,400000,4,2.5,The Legacy at Jordan Lake,3115,12632,2017,112,128,174,Sold,,,http://www.redfin.com/NC/Chapel-Hill/919-Legacy-Falls-Dr-S-27517/home/109649980,TMLS,2287473,N,Y,35.7607438,-79.0615173
